contentid,capacity,baby_carriage,credit_card,pet,age_range,info_center,open_period,parking,parking_fee,reservation_info,rest_date,scale,use_time,use_fee
131022,,없음,없음,없음,,032-729-3121,,주차 가능,,,연중무휴,,24시간,
131489,,없음,없음,없음,,함허동천 야영장 032-930-7066~7,,200대 주차 가능,,"032-930-7066, 032-930-7067 <br>
 홈페이지 예약 <a title=""새창 : 함허동천야영장 홈페이지로 이동"" href=""http://camp.ghss.or.kr "" target=""_blank"">http://camp.ghss.or.kr </a>",,,,
131033,,없음,없음,없음,,장흥낚시터 032-937-2732,,,,,,,,
1028358,,없음,없음,없음,,사단법인 강화나들길 032-934-1906,,,,,,,,
1028474,,없음,없음,없음,,사단법인 강화나들길 032-934-1906,,,,,,,,
1028544,,없음,없음,없음,,사단법인 강화나들길 032-934-1906,,,,,,,,
1028565,,없음,없음,없음,,사단법인 강화나들길 032-934-1906,,,,,,,,
1028726,,없음,없음,없음,,사단법인 강화나들길 032-934-1906,,,,,,,,
1028875,,없음,없음,없음,,사단법인 강화나들길 032-934-1906,,,,,,,,
1028888,,없음,없음,없음,,사단법인 강화나들길 032-934-1906,,,,,,,,
1075972,,없음,없음,없음,,사단법인 강화나들길 032-934-1906,,,,,,,,
1025685,,없음,없음,없음,,인천문화관광해설사회 032-440-4055,,한중문화관 주차장,"1시간 1,000원","＊문화관광해설사(10명 이상, 사전 예약)<br />
인천문화관광해설사회 예약문의 032-440-4055
<br /><a href=""https://culture-tour.incheon.go.kr/"" target=""_blank"" title=""새창 : 인천 문화관광해설 예약 홈페이지로 이동"">https://culture-tour.incheon.go.kr/</a><br />
인천 중구 관광진흥실 032-760-6480<br />",,,"매주 화~일요일 (10:00 ~ 17:00)<br />
※ 해설안내는 예약 필수",
1025986,,없음,없음,없음,,인천문화관광해설사회 032-440-4055,,한중문화관 주차장,"1시간 1,000원","＊문화관광해설사(10명 이상, 사전 예약)<br />
인천문화관광해설사회 예약문의 032-440-4055
<br /><a href=""https://culture-tour.incheon.go.kr/"" target=""_blank"" title=""새창 : 인천 문화관광해설 예약 홈페이지로 이동"">https://culture-tour.incheon.go.kr/</a><br />
인천 중구 관광진흥실 032-760-6480<br />",,,"매주 화~일요일 (10:00 ~ 17:00)<br />
※ 해설안내는 예약 필수",무료
1026048,,없음,없음,없음,,인천문화관광해설사회 032-440-4055,,한중문화관 주차장,"1시간 1,000원","＊문화관광해설사(10명 이상, 사전 예약)<br />
인천문화관광해설사회 예약문의 032-440-4055
<br /><a href=""https://culture-tour.incheon.go.kr/"" target=""_blank"" title=""새창 : 인천 문화관광해설 예약 홈페이지로 이동"">https://culture-tour.incheon.go.kr/</a> <br />
인천 중구 관광진흥실 032-760-6480<br />",,,"매주 화~일요일 (10:00 ~ 17:00)<br />
※ 해설안내는 예약 필수",
2407314,,없음,없음,없음,,수통골분소(네이처센터) 042-825-3006,,,,,,,,
1720749,,없음,없음,없음,전 연령,042-608-5163,,주차가능,,,연중무휴,,09:00 ~ 24:00,
131566,,없음,없음,없음,,"골프장 042-865-3000~2<br />
예약문의 042-865-3111",,주차 가능,,,,"104,113평(344,176㎡)",,
1069926,,없음,없음,없음,,"대전광역시 콜센터 042-120<br /> 
대전 타슈 042-1899-2282",,,,,,,,
1069933,,없음,없음,없음,,"대전광역시 콜센터 042-120<br />
대전 타슈 042-1899-2282",,,,,,,,
1069865,,없음,없음,없음,,"대전광역시 콜센터 042-120<br />
대전 타슈 042-1899-2282",,,,,,,,
1069925,,없음,없음,없음,,"대전광역시 콜센터 042-120<br /> 
대전 타슈 042-1899-2282",,,,,,,,
1069922,,없음,없음,없음,,"대전광역시 콜센터 042-120<br /> 
대전 타슈 042-1899-2282",,,,,,,,
131586,,없음,없음,없음,,대전광역시시설관리공단 한밭수영장 042-610-4941~2,,,,,"첫째,셋째주, 다섯째주 일요일<br />신정,명절,성탄절,석가탄신일",,"월,화,목,금 06:00~09:00, 11:00~21:00 / 수 06:00~21:00 / 주말 06:00 ~18:00<br />
※ 폐장 30분전까지 입장가능",
131149,,없음,없음,불가,,042-621-2462,,주차 가능,,전화 문의 042-621-2462,,,,
131720,,없음,없음,없음,,042-610-2900,,,,,,"＊대지면적 - 172,378,18㎡(52,144평) <br />
　연 면 적 - 101,786.46㎡(30,790평) <br /> 
　층    수 - 지하 1층, 지상 6층<br />
　형    태 - 직사각형(205.2ｍ × 168.3ｍ) <br />
＊수용규모  <br />
　1) 주경기장<br />
　　경기장 규격 - (105ｍ × 68ｍ)<br />
　　좌석수 - 40.903석 <br />
　　지붕구조 - 반개폐식철골 캔틸레버구조<br />
　　　　　　　 닫혔을때/ 67.82%(16,316.64㎡), 좌석비율/ 65.87%<br />
　　　　　　　 열렸을때/ 32.18%(7,741.43㎡), 좌석비율/ 34.13% <br />
　　스탠드구조 - PC구조(관람석 경사 17.85˚ ~ 30.37˚) <br />
　　주차대수 - 1,757면(지하 478, 지상 1,279) <br />
　2) 경기장 방송시설 - 필드스피커 8셋트, 스탠드 스피커 24셋트<br />
　3) 전광판 - 2개소(29ｍ × 9.2ｍ)<br />
　4) 경기장입구(검표) - 12개소(36개 검표대)<br />
　5) 관중출구 - 55개소",,
131448,,없음,없음,없음,,042-285-0350~1,,주차 가능,,전화 문의 042-285-0350~1,,,,
1907688,,없음,없음,없음,,042-250-1236~7,,,,,,"총 21구간, 약 220km",,
131449,,없음,없음,없음,,042-274-2270,,주차 가능,,전화 문의 042-274-2270,연중무휴,,,
2044096,,없음,가능,불가,,대청호 로하스 캠핑장 042-933-6575,,주차 가능,,"전화 문의 042-933-6575<br />
홈페이지 <a href=""http://www.camplohas.com"" target=""_blank"" title=""새창 : 로하스 가족공원 워터캠핑장 홈페이지로 이동"">http://www.camplohas.com</a>",,,"입실 - 14:00 (입장은 당일 22:00 이전까지 완료)<br />
퇴실 - 익일 11:00 <br />
※ 퇴실시간 초과시 추가요금 징수<br />",
131579,"1,000명",없음,가능,없음,만 11세~만 60세,042-825-2852,,주차 가능,무료,"전화 문의 042-610-2982, 042-825-2852",,"28,991㎡ / 3층","새벽반 06:00 ~ 08:00<br />
오전반 09:00 ~ 12:00<br />
오후반 14:00 ~ 18:00<br />
야간반 19:00 ~ 21:00<br />
※ 새벽반, 야간반은 회원수급이나 승마장 운영인력 수급 등의 여건에 따라 탄력적으로 운영",
130981,,없음,없음,없음,,"대표전화 042-822-7103<br />
예약문의 042-823-6543",,주차 가능,무료,"홈페이지 : <a href=""http://www.yscc.co.kr"" target=""_blank"" title=""새창 : 유성컨트리클럽 홈페이지로 이동"">http://www.yscc.co.kr</a><br />
전화 문의 : 042-823-6543",명절,"18홀 / 6,144m",,
131570,,없음,없음,없음,,유성호텔 실내수영장 042-820-0771,,,,,"마지막주 월요일, 명절",,06:30 ~ 21:00,
131572,,없음,없음,없음,,042-863-5747,,가능,,,월요일,50m 8개 레인 (국제 공인 2급),"주중 05:40 ~ 20:00<br />
주말 07:00 ~ 18:00",
1353752,,없음,없음,없음,,한밭종합운동장 042-610-4900,,주차 가능,,,,,,
1610250,,없음,없음,없음,,053-639-7101~2,,,,전화 문의 053-639-7101~2,홈페이지 안내,,,
131451,,없음,없음,없음,,053-656-6655,,주차 가능,,,"월요일, 법정 공휴일",,,
1895255,,없음,없음,없음,,대구사격장 053-312-0000,연중개장,,,"홈페이지 <a href=""http://www.daegushooting.or.kr"" target=""_blank"" title=""새창 : 대구사격장 홈페이지로 이동"">http://www.daegushooting.or.kr</a><br />
전화 문의 053-312-0000","명절, 매월 넷째주 일요일",,"2월 ~ 10월 09:00 ~ 18:00<br />
11월 ~ 1월 09:00 ~ 17:00",
1613631,,없음,없음,없음,,053-761-9400,,주차 가능,,,,,,
131714,,없음,없음,없음,,053-602-2033,,주차 가능,,,,,,
1353888,,없음,없음,없음,,053-606-8200,,주차 가능,,,,"경기장 18,610㎡, 야구장 13,843 ㎡ (4,187평)",,
131320,관람석 639석,없음,없음,없음,,대구실내빙상장 053-357-6021~3,,주차 가능,,053-357-6021~3,별도공지(확인필요),61 x 30m (아이스링크 면적),일반개장시간 10:00~16:50,
131547,,없음,가능,없음,11세 이상,053-656-0467,,주차 가능,무료,전화 문의 053-656-0467,매주 월요일,,"09:00 ~ 17:30 (12:00 ~ 14:00 점심시간)<br />
19:00 ~ 19:50 (화,목 야간승마)",
131587,,없음,없음,없음,,"두류수영장 053-623-2156, 2350",,,,,"첫째, 셋째주 일요일<br />신정,설,추석연휴",9레인(50m),06:00 ~ 20:50 (토.일.공휴일은 18시까지),
2633905,,없음,없음,없음,,053-667-3191~2,,,,,,,"입실 : 당일 14:00 부터<br />
퇴실 : 다음날 낮 12:00 까지",
1612637,"관중석 3,190석",없음,없음,없음,,053-666-3182,,주차 가능,,053-666-3182,,,,
2366115,,불가,없음,불가,만 7세 이상,앞산공원관리사무소 053-803-7467,,공영주차장,,,,,,
636124,,없음,없음,없음,,에코어드벤처 053-767-6300,,주차 가능,무료,,연중무휴 (우천 및 현장상황에 따라 변동될 수 있음),,"평일 09:30 ~ 19:00<br />
주말,공휴일 09:30 ~ 20:00<br />
※ 상황에 따라 변동될 수 있음",
2366762,,없음,없음,없음,,053-582-1900,,,,,셋째주 일요일,"50m 8레인, 15m 유아풀 1개소","주중 06:00 ~ 22:00 <br />토요일 07:00 ~ 18:00<br />일요일,공휴일 09:00 ~ 18:00",
131518,,없음,가능,없음,,이월드 053-620-0001,,주차 가능,"일반 3,000원 / 연간회원 2,000원",,,,10:00 ~ 20:00,
131838,,없음,가능,없음,,83타워 종합안내소 053-620-0001,,주차 가능,"30,000원 이상 구매 및 시설이용시 무료",,홈페이지 참조,,※ 영업시간 홈페이지 참조,
131571,,없음,없음,없음,,골프장 053-982-8080~5,,주차 가능,,예약 053-980-8080~1,명절 당일,,일출부터 일몰까지,
2366774,,없음,없음,없음,,대구학생문화센터 053-231-1288,,,,,"명절, 매월 둘째주 일요일","50m 8레인, 15m 유아풀 1개소","06:10~19:50<br>
(수영장 일일입장은 토,일,공휴일만 운영함/매월 둘째주 일요일은 휴장)<br>
<br><br>",
2606238,,없음,없음,없음,,DGB 대구은행파크 053-222-3600,,주차 가능,,,,,,
131855,,없음,가능,없음,,"FM테마레저 053-421-5581, 5591",,주차 가능,,"홈페이지 : <a href=""http://www.fmtheme.co.kr"" target=""_blank"" title=""새창 : FM테마 홈페이지로 이동""> http://www.fmtheme.co.kr</a><br />
전화 문의 : 053-421-5581, 5591",,,,
1008185,,없음,없음,없음,,대구녹색소비자연대 053-985-8030,,,,,,,,
1008362,,없음,없음,없음,,대구녹색소비자연대 053-985-8030,,,,,,,,
1008532,,없음,없음,없음,,대구녹색소비자연대 053-985-8030,,,,,,,,
1008588,,없음,없음,없음,,대구녹색소비자연대 053-985-8030,,,,,,,,
1008614,,없음,없음,없음,,대구녹색소비자연대 053-985-8030,,,,,,,,
1008706,,없음,없음,없음,,대구녹색소비자연대 053-985-8030,,,,,,,,
1047636,,없음,없음,없음,,대구녹색소비자연대 053-985-8030,,,,,,,,
1168464,,없음,없음,없음,,대구녹색소비자연대 053-985-8030,,,,,,,,
2033064,,없음,없음,없음,,광주-KIA 챔피언스 필드 내 2층 KIA타이거즈 사무실 070-7686-8000,,,,"<a href=""http://www.tigers.co.kr/tigers/stadium_gwangju.asp"" target=""_blank"" title=""새창 : 광주-기아 챔피언스 필드 홈페이지로 이동"">http://www.tigers.co.kr/tigers/stadium_gwangju.asp</a>",,,,
2650509,* 스케이트장 : 400명/1회<br />* 썰매장 : 80명/1회,없음,가능,불가,스케이트장 : 만6세 이상/썰매장 : 전연령,062-604-2811,12월 ~ 2월,주차가능,,단체에 한하여 예약 가능,,"스케이트장 : 1,800㎡(30×60m), 썰매장 : 600㎡(30×20m)","* 평일(월~금) 10:00~17:40<6타임><br />
* 주말(토,일)/공휴일 10:00~20:20 8타임>","1,000원(1회/1시간)"
1622322,,없음,없음,없음,,062-373-0942~4,,주차 가능,,"홈페이지 <a href=""http://www.fmayouth.co.kr"" target=""_blank"" title=""새창 : 광주광역시 청소년수련원 홈페이지로 이동"">http://www.fmayouth.co.kr</a><br />
전화 문의 062-373-0942~4",,,,
131450,,없음,없음,없음,,062-268-2321~2 (사무실),,주차 가능,,,,,,
131516,,없음,없음,없음,,실내빙상장 062-380-6880~3,,주차 가능,,062-380-6880~3,매월 둘째주 목요일,"부지면적 9,920㎡  <br />
건물면적 4,117㎡ <br />
트랙규격 30×61M  <br />
관람석 910석","월요일 09:00 ~ 17:00<br />
화,금요일 09:00 ~ 17:40<br />
토,일요일 09:30 ~ 11:30(오전) / 13:00 ~ 17;00(오후)<br />
정빙시간 11:50~13:00, 15:40~16:00, 16:40~17:00)",
1622267,,없음,없음,없음,,"광주실내수영장 062-380-6800, 6805",,,,,둘째주 일요일,,"월~토 05:30 ~ 20:30<br />
일요일 및 공휴일 07:00 ~ 18:00 <br />
* 정화시간 8:00 ~ 9:00, 12:00 ~ 13:00, 16:00 ~ 17:00(여름성수기) 이용 제한",
131721,,없음,없음,없음,,062-604-2002,,주차 가능,,,,,,
131730,,없음,가능,없음,,광주패밀리랜드 062-607-8000,,주차 가능,"5시간 이하 주차 : 소형 1,000원 / 대형 2,000원 <br /> 5시간 초과 주차 : 1시간당 소형 400원 추가 / 대형 700원 추가",,,,"* 성인/청소년/어린이 눈썰매장<br />
평일 10:00 ~ 17:00 / 휴식시간 15:30<br />
주말 10:00 ~ 17:00 / 휴식시간 15:30",
2661532,,없음,없음,없음,,062-613-6467,,,,,연중무휴,,14:00 ~ 익일 12:00,
1051763,,없음,없음,없음,,무등산국립공원 062-227-1187,,,,,,,,
1051809,,없음,없음,없음,,무등산국립공원사무소 062-227-1187,,,,,,,,
1051834,,없음,없음,없음,,무등산 국립공원관리공단 062-227-1187,,,,,,,,
2661479,,없음,없음,없음,,051-246-4685,,주차장 있음,10분당 100원,,,,13:00 ~ 익일 11:00,
1602257,,없음,없음,없음,,다대 실내수영장 051-262-4125,,주차 가능,,051-262-4125,"둘째주 월요일, 넷째주 화요일","743㎡, 25m*9m 4레인","평일 05:40 ~ 21:30<br />
토,일,공휴일 08:00 ~ 17:00",
131088,,없음,없음,없음,,다대포해수욕장 관리 051-220-4161,,,,,,,,
2381567,,없음,없음,없음,,부산 관광안내소 051-502-7399,,있음,,,,,,무료
131715,,없음,없음,없음,,051-500-2123,,주차 가능,,대관문의 051-500-2123,,"* 시설현황 
: 천연잔디 축구장 1면, 육상트랙 8레인, 관람석 53,769석 
<br />
* 시설내역<br />건립기간 : 1993. 11 ∼ 2001. 9
<br />부지면적 : 89,055㎡
<br />
경기장면적 : 19,586㎡
<br />건축물구조 : 지하1층, 지상4층 철골/철근 콘크리트조
<br />건축물면적 : 92,707.22㎡ 
<br />건축물층수 : 지하1층, 지상4층
<br />지붕 : CABLE DOME(반개방형)
<br />최고높이 : 56.4m
<br />층고 : 4.5m",,
131145,,없음,없음,없음,,051-625-0709,,주차 가능,유료,"홈페이지 <a href=""http://youth.busan.go.kr"" target=""_blank"" title=""새창 : 금련산청소년수련원 홈페이지로 이동"">http://youth.busan.go.kr</a><br />
전화 문의 051-610-3221",,,,
131146,,없음,없음,없음,,051-580-3200,,,,"홈페이지 <a href=""http://www.bsec.go.kr"" target=""_blank"" title=""새창 : 부산광역시학생교육원"">http://www.bsec.go.kr</a><br />
전화 문의 051-580-3200",공휴일,,,
131406,,없음,없음,없음,,"고객센터 051-744-1181<br />
월요일~토요일 : 06:00 ~ 20:00<br />
일요일,공휴일 : 09:00 ~ 18:00",,,,,"매월 홀수달 마지막주 목요일 휴관 (문화P/G 정상수업)<br />짝수달 마지막주 수요일 휴관 (문화P/G 정상수업)<br />신정,구정,추석,성탄절,법정공휴일(일요일 제외)전관휴관",,,
1358310,"80,000명",없음,없음,없음,,051-504-8001,,주차 가능,매 10분마다 소형 200원 / 중형 400원 / 대형 600원,,,"561,949㎡",,
131265,,없음,없음,없음,,051-509-0701,,주차 가능,,"* 예약희망일 일주일 전부터 접수 (10:00~18:00 / 회원 09:00 ~ 18:00)<br />
전화 문의 051-509-0701, 051-508-5001, 051-508-1101~2 <br />
홈페이지 <a href=""http://www.bscc.co.kr"" target=""_blank"" title=""새창 : 부산컨트리클럽 홈페이지로 이동"">http://www.bscc.co.kr</a>","첫째,셋째,다섯째주 월요일",코스 규모 - 18홀 72파,매일 다름,
131905,,없음,없음,없음,,051-665-6000,,주차 가능,,,연중무휴,,,무료
1019616,,없음,가능,불가,,센텀시티 아이스링크 051-745-1400,,"주차 가능, 신세계 백화점 구매고객대상으로 무료주차",3시간 무료티켓 제공.  무료주차 이후 10분당 500원(백화점 구매고객대상으로 구매액에 따라 무료주차),전화문의 051-745-1400,월 1회 휴관(백화점 휴무일),,"11:00~20:00 (토,일,공휴일 11:00~20:30)<br />
입장은 19:00 까지","일반,중고생 12,000원(주중) 13,000원(주말) / 어린이 9,000원(주중) 10,000(주말)"
2557807,,없음,없음,없음,,부산종합관광안내소 051-253-8253,,주차가능,,,연중무휴,365m,06:00~23:00 (기상상황에 따름),무료
131086,,없음,없음,없음,,송정관광안내소 051-749-5800,,주차가능,,,,,,
131523,,없음,없음,없음,,수영만 요트경기장 051-741-6440,,주차 가능,,,,,,
131942,,없음,없음,없음,,스포원파크 경륜장 1577-0880,,주차 가능,무료,,,,,
561881,,없음,없음,없음,,씨프랜드 051-326-8400,,,,,,,10:00 ~ 22:00,
576732,,없음,가능,불가,,"대표전화 051-720-6000<br />
예약문의 051-720-6018~9",,주차 가능,무료,"홈페이지 : <a href=""http://www.asiadcc.co.kr"" target=""_blank"" title=""새창 : 아시아드 컨트리클럽 홈페이지로 이동"">http://www.asiadcc.co.kr</a><br />
전화 문의 : 051-720-6018~9",,"1,450,261㎡ / 27홀",,
131143,,없음,없음,없음,,051-868-0750,,,,,명절,,,
131943,,없음,없음,없음,,영도관광사격장 051-405-9130~1,,,,,연중무휴,,"09:00 ~ 20:00<br /><br />
※ 이용안내<br />
- 신분증 지참<br />
- 2인 이상<br />
- 만 14세이상 이용 가능",
131087,,없음,없음,없음,,남포동종합관광안내소 051-253-8253,,공영주차장,,,,,,
131227,,없음,없음,없음,,부산시설공단 시설물관리 051-405-2004,,태종대유원지 주차장,"소형 2,000원 / 중형 3,500원 / 대형 5,000원(3시간 기준)",,,,,
