contentid,discountinfofestival,playtime,program,sponsor1tel,sponsor2tel,age_limit,reservation_place,start_date,end_date,place,festival_grade,place_guide,spend_time,organizer,host,sub_event,use_fee
141487,예매사이트에서 확인,"평일 2시, 5시, 8시 <br />
주말 1시, 3시10분, 5시20분, 7시30분 <br />
※ 사정에 따라 변경될 수 있으므로 예매사이트에서 확인",,02-766-7667,02-766-7667,만 7세 이상,"인터파크 1544-1555 <a href=""http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006031"" target=""_blank"" title=""인터파크 예매사이트로 이동""><font color=""blue"">http://ticket.interpark.com</font></a>",20200101,20201231,쁘띠첼 씨어터,,"지하철 - 혜화역 2번출구 도보 5분 <br />
버 &nbsp;&nbsp;스 - (마로니에 공원역 하차)2112 ,101,102,104,106,107,301,143,150,160,161,109,273<br /> 
<br />* 혜화역 2번출구로 나온 후 마로니에 공원과 아르코 대극장 사이 골목길로 200M",100분,"CJ E&M, (주) NEO",,,"전석 45,000원"
1394326,,"- 수요일~금요일 오후8시 (월,화 공연 없음) <br>
 - 토요일 오후3시, 6시30분 <br>
 - 일요일,공휴일 오후3시 <br>",,070-8245-2602,070-8245-2602,만 7세이상,인터파크 1544-1555,20200101,20201231,JTN아트홀 3관,,,120분,(주)도모컴퍼니,"㈜도모컴퍼니, JTN미디어<br />제작: (주)도모컴퍼니, 극단 오늘",,홈페이지 확인
2563502,,2019.09.25~2019.10.09,,02-2098-2930,02-2098-2930,,,20190925,20191009,전국 180여개 미술관 및 전시장소,,,,문화체육관광부,예술경영지원센터,,
1914823,,"11:00~12:20<br />
- 단 매주 월요일, 3.1절, 8.15광복절, 제야의종 등 각종 공식행사시 제외<br />
- 혹서기, 혹한기 임시휴무",,02-2133-2641,,연령제한없음,,20200101,20201231,서울 종로구 종로 보신각터 일원,,지하철 : 1호선 종각역 4번 출구,약 30분 소요,서울시청 문화본부 역사문화재과,,,무료
2623690,,10:00 부스운영 / 16:00 축하공연,"10:00 홍보 및 체험부스 운영
16:00 1부 축하공연 - 오케스트라 연주
17:00 2부 축하공연 - 인기 가수 공연",02-351-6502,,,,20191009,20191009,북한산성 제2주차장 특설무대,,,,은평구,,"우리 옷 한복과 경성패션, 북한 음식 및 일상품 체험, 전통놀이 사진 인화 서비스 등 다양한 체험 등",무료
2630805,,15:00~17:00,,010-5170-0750,010-5170-0750,전 연령 가능,,20191027,20191027,문화비축기지,,,15:00-17:00,"서울시, 문화비축기지","SAC , 168 , 아야어여",,"에치금 5,000원(보증금 형식)"
2658426,,10:00~18:00(마지막날 17시 종료),,02-2223-1853,02-2223-1853,,,20200807,20200809,"SETEC 제 1,2 전시실",,,,㈜엑스컴인터내셔널,㈜엑스컴인터내셔널,,"사전등록 무료입장<br>티켓 현장구매 5,000원"
141363,,17:00~19:00,,1544-7744,,초등학생이상 / 8세 이상 관람 가능,,20200118,20200119,롯데콘서트홀,,,100분 내외 (인터미션 15 or 20분 포함),재단법인 롯데문화재단,,,"R석 120,000, S석 100,000, A석 70,000, B석 50,000"
2641008,,17:00 ~ 21:00,,(주)문화방송 미디어사업부 02-789-2816,(주)문화방송 미디어사업부 02-789-2816,전 연령 가능,,20191220,20200119,상암문화광장 및 DMS거리,,,기간 내 자유,"MBC, SBA",,,무료
1882145,,오픈런행사,,02-722-4400,02-722-4400,만 36개월이상,전화(02-722-4400),20200101,20201231,여의도 이랜드크루즈 제1터미널,,,100분,㈜터치스카이,"㈜터치스카이, 이랜드크루즈",,"현장판매가 38,000원"
2414941,,2019.10.02 ~ 2019.10.13,,02-792-4257,02-792-4257,,,20191002,20191013,"서울, 부산, 서산, 밀양, 김해",,,,주한인도대사관,주한인도대사관,,무료
2419172,,2019.10.19,,02-3272-4242,02-6371-1063,,"사전접수 <a href=""http://www.counsel24.com/board/b_notice/view.asp?idx=595"" target=""_blank"" title=""새창: 예매 홈페이지로 이동"">http://www.counsel24.com</a>",20191019,20191019,안양천 다목적광장,,,약 4시간,사회복지상담시설사랑의전화,사랑의전화 복지재단,,홈페이지 참고
2563631,,2019.10.26~2019.10.27,,02-758-2023,02-758-2023,,,20191026,20191027,동대문디자인플라자 DDP 알림2관,,,,서울문화재단,,"다양한 음료 및 다과, 휴게공간 제공",무료
1847202,,,,02-330-1410,02-330-1410,연령제한없음,,20200801,20200831,온라인개최,,,기간내자유,서대문구,서대문독립민주축제 추진위원회,,무료 (일부 체험부스 유료)
2621009,,14:00~21:00,,070-4272-4493,070-4272-4493,전 연령 가능,,20190927,20190928,,,,"약 7시간(부대프로그램 5시간, 공연 2시간)",서울특별시,"서부공원녹지사업소, 주식회사 하이톤",,무료
2592248,,09:00~21:00,,02-869-6044,02-869-6044,전연령가능,,20200702,20200708,구로구 일대,,,프로그램별상이,(사)서울구로국제어린이영화제,(사)서울구로국제어린이영화제,,"홈페이지 참고 (<a href=""http://www.movie-guro.or.kr"" target=""_blank"" title=""새창: 서울구로국제어린이영화제 홈페이지로 이동"">http://www.movie-guro.or.kr</a>"
2479624,,09:00-18:00,,02-511-1540/ 010-2750-4432,02-511-1540/ 010-2750-4432,전연령가능,,20200710,20200712,한국농수산식품유통공사 AT Center 제1 전시장,,,3-4 시간,"사단법인 세계음식문화연구원,사단법인 한국푸드디네이터협회,(사)로컬푸드운동본부,한국푸드방송","사단법인 세계음식문화연구원,사단법인 한국푸드디네이터협회,(사)로컬푸드운동본부,YFA",,"8,000원"
1840161,,,,02-3219-5580,02-3219-5580,만 15세 이상,,20200908,20200913,"상암 일대(한국영상자료원, 상암문화광장 등)",,,1-2시간,"(사)서울드라마어워즈조직위원회, 한국방송협회",,,무료
2613756,,09:00~19:00,,070-4365-8383,070-4365-8383,전체,,20191012,20191012,서울 광나루 한강 드론공원,,,기간 내 자유,서울특별시,,,무료
2422646,,2019. 9.25(수) 12:00 - 19:30,,02-2233-9084,02-2233-9084,전연령 가능,,20190925,20190925,광화문광장(북측 및 중앙광장),,,기간 내 자유,서울특별시/서울특별시문화원연합회,서울특별시문화원연합회,,
2385692,,,"물순환 박람회, 빗물 마켓, 빗물 수영장, 물순환 시민참여 행사 등",서울특별시 물순환정책과 02-2133-3764,서울특별시 물순환정책과 02-2133-3764,전연령 가능,,20200723,20200725,온라인개최,,,기간내 자유,서울특별시,,"빗물 콘서트, 빗물 영화제 등",무료
2028440,,,,02-120,,,,20200405,20201027,"여의도한강공원, 반포한강공원, DDP, 청계천, 문화비축기지",,,,서울특별시,,,
1773755,,10:00~17:00,,02-6000-6698,02-6000-6698,전연령 가능,,20210114,20210116,서울 코엑스,,,기간내 자유,㈜엑스포럼,㈜엑스포럼,,"10,000원"
142033,,공연별 상이,,02-745-5862~3,02-745-5862~3,,,20200108,20200119,"종로 아이들극장, 동양예술극장 2관, JCC 아트센터 외 대학로 일대",,,공연마다 상이,(사)국제아동청소년연극협회 (아시테지 코리아),(사)국제아동청소년연극협회 (아시테지 코리아),,"전석 20,000원"
1426106,,,,02-3142-2137,02-3142-2137,전연령 가능함,,20201107,20201108,양재 AT센터,,,시간 내 자유,에스이테크노(주),,,"* 1인당 6,000 원 (5세 이상 동일)<br>
* 금번행사는 안전한 행사 운영을 위해 현장 티켓 매표소를 운영하지 않습니다. 반드시 사전 티켓 예매 후 방문 바랍니다.<br> 
* 티켓 예매처 : 오프라인 더쿠샵 매장 / 온라인 더쿠샵 앱"
2491159,,홈페이지 참고,,02-452-7228,02-452-7228,전연령 가능,,20200401,20201231,서울 관광명소 일대,,,1시간 이내,서울특별시,서울특별시,,무료
2616325,,2일간,,070-4185-4527,,,,20200828,20200829,"YouTube, 네이버TV",,,,서울특별시,,,무료관람
1024038,,,,02-757-6161,02-757-6161,연령 제한 없음,,20201109,20201112,SETEC,,,기간내자유,"서울특별시, 코트파",(주)코트파,,홈페이지 참조
769092,,,,02-337-2870,02-337-2870,전연령 가능함,,20200820,20200821,"홍대입구 메가박스, 서울아트시네마, 신촌아트레온갤러리, 미디어극장 아이공, 신촌문화발전소",,,,사)대안영상문화발전소 아이공,서울국제뉴미디어페스티벌 집행위원회,,
2620577,,,,02-2231-2013,02-2231-2013,전연령 가능,,20201105,20201115,온라인개최,,,10:00~18:00,대한불교조계종,"불교신문, 불광미디어",,
630869,,2019.11.20~2019.11.23,,02-6000-8104,"02-6000-8104, 1067",전연령 가능함,,20191120,20191123,서울 강남구 코엑스(COEX),,"* 경부고속도로 반포나들목 - 봉은사로 - 코엑스몰 <br />
* 중부고속도로 - 올림픽대로 - 서울종합운동장 - 코엑스몰",자유,"코엑스, 더바이어, 한국조리기계공업협동조합",코엑스,,홈페이지 참고
780487,,,,02-3141-1841,,프로그램마다 다름,,20200801,20200807,홈페이지 참고,,,프로그램마다 다름,,,,홈페이지 참고
531238,,,,02-583-3598,02-583-3598,상영작마다 다름,공식 홈페이지 참고,20200910,20200916,"메가박스 상암월드컵경기장, 독립영화전용관 인디스페이스",,,상영작마다 다름,(사)서울국제여성영화제,,,홈페이지 참고
1245470,,2019.10.22~2019.11.08,,1544-5142,1544-5142,공연마다 상이,,20191022,20191118,"에술의전당, 롯데콘서트홀 등",,,공연마다 상이,서울국제음악제,,,공연마다 상이
1018469,,,,,,15세 이상,,20201102,20201108,온라인개최,,,약 2시간,한국문학번역원,"후원 : 문화체육관광부, 서울문화재단",,
1778398,,11시 ~ 7시 (마지막 날 6시),,02-761-2518,02-761-2518,미성년자 관람불가,,20210702,20210704,코엑스 B홀,,,시간내 자유,(주)한국국제전시,,,
141890,,,,축제사무국 02-3674-2210<br />한국공연예술센터 02-3668-0007,02-3674-2210,전연령 가능함,,20200421,20200426,서울 종로구 아르코예술극장 소극장 등,,"[지하철]<br>
4호선 혜화역 하차(2번출구) 하차<br><br>

[버스]<br>
간선버스 : 100, 102, 104, 106, 107, 108, 109, 140, 150, 160, 601, 710, N16(심야)<br>
지선버스 : 2112<br>
마을버스 : 종로07, 종로08, 종로12",자유,국제공연예술프로젝트(IPAP),서울국제즉흥춤축제사무국,,전화문의
1963038,,11:00 ~ 18:00,,,,전연령 가능,,20191101,20191103,서울광장 및 무교로,,,기간내 자유,서울특별시,"서울특별시 사회복지협의회, 대한민국김치협회",,"무료(일부 프로그램 재료비, 참가비 유료)"
2488793,,,,02-592-7167~9,02-592-7167~9,전연령 가능,,20200924,20200927,온라인개최,,,기간내 자유,"서울특별시, 강동구청",,,무료
650752,,,,02-2262-7197,02-2262-7200,전체 관람가(※1부스만 미성년자 입장불가),,20191204,20191208,Coex 3층 Hall C,,,기간 내 자유,㈜디자인하우스,월간<디자인>,,"슈퍼 얼리버드 8,000원<br>얼리버드 10,000원<br>현장구매 12,000원"
2657148,,"주말 : 1부 행사 > 12:00-14:30<br>
2부 행사 > 15:30-18:00",,02-6010-8941,02-6010-8941,전연령가능 (미취학아동의 경우 부모와 동반입장),,20200627,20200628,양재 aT센터,,,1시간내외,㈜ 북팔코믹스,㈜ 북팔코믹스,,"사전예매가 3,000원  * 별도 현장 구매 미운영"
2376250,,금요일 : 15:00-18:00 / 주말 : 1부 행사 > 12:00-14:30  /  2부 행사 > 15:30-18:00,,02-6010-8941,02-6010-8941,전연령가능 (미취학 아동의 경우 부모와 동반입장),,20200207,20200209,양재 aT센터,,,1시간 내외,㈜북팔코믹스,㈜ 북팔코믹스,,"사전예매가 3,000원 / 현장구매가 5,000원<br>티몬에서 할인티켓 예매"
2640874,,19:00~22:00,,02-2096-0079,02-2096-0079,전 연령 가능,,20191220,20200103,DDP디자인거리,,,기간 내 자유,,,,무료
1867711,,"시상식 2019.12.14, 포럼 2019.12.20",,02-3141-6390,02-3141-6390,전 연령 가능,,20191214,20191220,서울시청 8층 다목적홀,,,시상식 : 2시간/ 포럼 : 3시간,서울마을미디어지원센터,"서울마을미디어지원센터, 서울마을미디어네트워크",,무료
2661496,,,,02-6012-8577,,,,20200821,20200830,서울 어린이회관 서편 광장,,,,"더윤컴퍼니,바비엘컬쳐",,,
629742,,20:00~ (공연에 따라 상이함),,02-744-8066,070-5213-0036,7세 이상,"한국문화예술위원회, 인터파크, 네이버티켓, 사단법인 한국무용협회",20191012,20191129,"아르코예술극장 대극장<br>이화여자대학교 삼성홀<br>강동아트센터 소극장 드림, 상명아트센터 대신홀",,"* 지하철<br /> 
4호선 혜화역 하차(2번출구) 하차 문예진흥원, 마로니에공원 방향<br />
<br />
* 버 스<br /> 
1) 혜화역(마로니에공원)역 버스<br />
▶ 지선버스 - 1011, 2011, 2112<br />
▶ 간선버스 - 101, 102, 103, 104, 106, 107, 301, 143, 150, 160, 161, 109, 273<br />
▶ 광역버스 - 9101, 9410<br />
2) 혜화역(서울대병원)역 버스<br />
▶ 간선버스 - 2112, 1012, 08, 23<br />
▶ 광역버스 - 151, 109, 273",약 90분,사단법인 한국무용협회,서울무용제조직위원회,,"공연별 상이함<br>(VIP석 50,000원 / R석 30,000원 / S석 20,000원 / A석 10,000원 / 전석 무료)<br><br>[예매처]<br>한국문화예술위원회, 인터파크, 네이버티켓, 사단법인 한국무용협회<br><br>[할인정보]<br>- 국가유공자 및 장애인 50%(증빙카드 제시)<br>- 예술인 할인 30%(예술인 패스 제시<br>- 만 24세이하 및 대학생 30%(학생증, 신분증 제시)<br>- 단체할인 20인이상 30%"
2505657,,2019.10.11~2019.10.12,,02-742-6444,02-742-6444,전연령 가능,,20191011,20191012,"남산골한옥마을, 서울남산국악당",,,기간내 자유,서울특별시 역사문화재과,,,무료 (체험 프로그램 일부 유료)
2620138,,10월2일(수) 20:00~22:30 / 10월3일(목) 10:00~18:00,,02-966-6563,02-966-6563,전 연령 가능,,20191002,20191003,플랫폼창동61,,,기간 내 자유,서울특별시,㈜케이아츠크리에이티브,,무료
2618833,,2019.09.28~2019.10.06,,02-2133-2571,02-2133-2571,전 연령 가능,,20190928,20191006,광화문광장 일대,,,기간 내 자유,"서울특별시, (재)세종문화회관",,,"홈페이지(<a href=""http://www.seoulmusicfestival.com/"" target=""_blank"" title=""새창: 행사 홈페이지로 이동"">http://www.seoulmusicfestival.com/</a>) 사전 예매 필요"
2505024,,2019.10.16~2019.10.31,,02-765-7500,02-765-7500,공연별 상이,"인터파크, 대학로티켓닷컴",20191016,20191031,KOCCA 콘텐츠문화광장 스테이지66,,,공연별 상이,서울연극협회,"서울미래연극제운영위원회, 공연과이론을위한모임",,"전석 30,000원"
2621458,,16:00 - 20:00,,010-7528-6012,010-7528-6012,전 연령 가능,,20191012,20191012,암사역 - 선사사거리,,,기간 내 자유,강동구,축제학교,,보증금 1만원(축제현장에 오시면 반환. 보증금을 낸 분만 상금대상자)
1095732,,17:00~22:00 (주말 23:00),,02-3788-0856,02-3788-0856,전연령 가능함,,20191101,20191117,청계광장~수표교,,"[지하철]<br>
1호선 종각역<br>
2호선 을지로입구역<br>5호선 광화문역<br>",약 1시간,서울관광재단,,,무료(일부 체험프로그램 유료)
1142690,,,,02-706-6751,02-706-6751,전연령 가능함,,20191001,20191110,서울시립북서울미술관,,,,서울시립미술관,,,무료
2630558,,,,070-4848-5540,070-4848-5540,전 연령 가능,,20191109,20191110,"DDP 2층 크레아, 3층 나눔관",,,기간 내 자유,서울도서관,,,안내처 문의
629023,,,,02-3216-1185,02-3216-1185,,,20201106,20201122,"공식 홈페이지, 네이버TV, 유튜브 SIDacne 채널",,,,국제무용협회(CID-UNESCO) 한국본부,,,무료
2619769,,15:00~19:00,,02-2272-1917,02-2272-1917,8세이상,,20190928,20190928,북서울꿈의숲아트센터 (퍼포먼스홀),,,3시간30분,갬블러크루,갬블러크루,,무료
2512237,,2019.10.12~2019.10.27,,02-325-8553,02-325-8553,전 연령 가능,,20191012,20191027,서울 곳곳의 시민시장,,,기간 내 자유,서울특별시,서울시민시장협의회,,프로그램 별 상이
2502514,,,,02-765-7500,,,입장권 현장배부,20200829,20200927,"(재)관악문화재단 관악아트홀, 제3강좌실",,,,서울연극협회,"서울연극협회 지부협의체, 성동연극협회, (재)성동문화재단",,무료
2504209,,8PM,,1588-1210,1588-1210,만 7세 이상 관람가,,20191219,20191220,예술의전당 콘서트홀,,,약 100분(휴식 포함),재단법인 서울시립교향악단,재단법인 서울시립교향악단,,"120,000(R), 90,000(S), 60,000(A), 30,000(B), 10,000(C) 
[할인정보]
서울시향 유료회원(SPO Friends 10%, SPO Young Friends 50%) | 10인 이상 단체 10~30% | 만 7세~24세 20%(신분증 지참) | 장애인, 국가유공자, 의사상자 50%(확인증 지참)"
2643748,,8PM,,1588-1210,1588-1210,만 7세 이상 관람가,,20200221,20200221,예술의전당 콘서트홀,,,약 90분(휴식 포함),재단법인 서울시립교향악단,재단법인 서울시립교향악단,,"70,000(R), 50,000(S), 30,000(A), 20,000(B), 10,000(C)"
406851,,8PM,,1588-1210,1588-1210,만 7세 이상 관람가,,20191212,20191212,롯데콘서트홀,,,약 100분(휴식 포함),재단법인 서울시립교향악단,재단법인 서울시립교향악단,,"70,000(R), 50,000(S), 30,000(A), 20,000(B), 10,000(C)"
2492032,,8PM,,1588-1210,1588-1210,만 7세 이상 관람가,,20191205,20191206,예술의전당 콘서트홀,,,약 100분 (휴식 포함),재단법인 서울시립교향악단,재단법인 서울시립교향악단,,"90,000(R), 70,000(S), 50,000(A), 30,000(B), 10,000(C)<br><br>[예매처]<br>서울시립교향악단 1588-1210<br>인터파크 1544-1555<br>예술의전당 02-580-1300<br><br>[할인정보]<br>서울시향 유료회원(SPO Friends 10%, SPO Young Friends 50%) | 10인 이상 단체 10~30% | 만 7세~24세 20%(신분증 지참) | 장애인, 국가유공자, 의사상자 50%(확인증 지참)"
