contentid,capacity,baby_carriage,credit_card,pet,age_range,guide,info_center,open_date,parking,rest_date,season,use_time,cultural_heritage,natural_heritage,archival_heritage
2592089,3층 문화교실 : 최대30명,불가,가능,불가,,"교육기간 : 2020년 8월 3일(월) ~ 2020년 12월 16일(수)<br />
장소 : 문화철도959 (신도림역 3층)<br />
<br />
* 붓글씨로 나를 표현하기(캘리그라피)<br />
체험시간 : 수요일 오전 10시~12시<br />
체험비용 : 88,000원(재료비 별도)<br />
<br />
* 여행하며 사진찍기(사진촬영기법)<br />
체험시간 : 월요일 오전 10시~11시30분<br />
체험비용 : 90,000원(재료비 별도)<br />
<br />
* 작은소품 그리기(미술강좌)<br /> 
체험시간 : 수요일 오전 10시~12시<br /> 
체험비용 : 90,000원(재료비 별도)<br />
<br />
* 웃음과 마술로 행복지수 높이기(매직클래스)<br /> 
체험시간 : 월요일 오후 7시~8시30분<br />
체험비용 : 100,000원(재료비 별도)<br />
<br />
* 신비의 점술 타로카드(타로배우기)<br /> 
체험시간 : 화요일 오전 10시30분~11시50분<br />
체험비용 : 90,000원(재료비 별도)",070-7678-0002,,없음,일요일,,,0,0,0
309300,,없음,없음,불가,,,02-2662-4736,,,연중개방,,,0,0,0
309302,,불가,없음,없음,,,02-2298-3377,,주차 가능,연중무휴,,,0,0,0
309299,,없음,없음,불가,,,02-923-0492,,,연중무휴,,,0,0,0
605961,,불가,없음,가능,,,02-2148-1842,,,,,,0,0,0
2373326,,없음,없음,없음,,,02-2238-2172,,,,,,0,0,0
1828631,,없음,없음,없음,,,1577-0606,,,,,,0,0,0
753983,500명 이상,없음,없음,가능,,,02-3780-0541 (반포한강공원),1986년,한강시민공원 주차장 이용,연중무휴,,24시간,0,0,0
729167,,없음,없음,없음,,,02-3780-0578,,"있음(4개소, 823대 주차가능)",,,"월~일 : 매일 5~8회 가동<br />
※ 성수기, 비수기, 평일, 휴일에 따라 가동시간 상이",0,0,0
970138,,없음,없음,없음,,,반포안내센터 02-3780-0541~4,,주차장 있음,,,반포대교 달빛무지개분수 가동시간은 확인후 방문,0,0,0
814203,,불가,없음,불가,,,02-2147-3380,,오륜테니스장 주차,,,,0,0,0
250166,,없음,없음,없음,,,02-120,,,,,,0,0,0
2661483,,없음,없음,없음,,,02-2215-8573,,,,,,0,0,0
128028,,없음,없음,불가,,,02-302-0288,,,,,,0,0,0
309307,,없음,없음,불가,,,02-990-7058,,,연중무휴,,,0,0,0
1828914,,없음,없음,불가,,,02-450-9327,,,연중무휴,,,0,0,0
129418,,없음,없음,없음,,,02-3396-5856,,남산공원주차장 이용,연중개방,,,0,0,0
809372,,없음,없음,없음,,,02-2148-1114,,,,,,0,0,0
2481866,100명,없음,없음,없음,,,02-724-0200,,,"매주 월요일 (월요일이 공휴일인 경우 개관), 1월 1일",,"09:00~18:00 (입장마감 17:30)<br />
※ 자유관람시 관람시간내에 시설 외부 관람 가능<br />
(안채, 사랑채 등 시설 내부 입장 불가)",0,0,0
315921,,불가,없음,없음,,,02-993-3808,,,연중무휴,,,0,0,0
1603241,,없음,없음,없음,,,02-793-6261,,,,,,0,0,0
127940,,없음,없음,가능,,,02-120,1986년 5월 5일,있음(서문주차장 86면 / 동문주차장 42면),연중무휴,,24시간 개방,0,0,0
1091608,,없음,없음,불가,"초등학생~고등학생(단, 초등학생은 보호자 동반 시 입장)","* 재난체험(지진,태풍,화재,교통,4D 영상관) : 10시,13시,15시,19시(19시는 수요일만 운영)<br />
<br />
* 전문체험<br />
- 심폐소생술 : 10시, 13시, 15시(주말 10시)<br />
- 심화과정 심폐소생술 : 둘째주 목요일 14~16시<br />
- 교직원 심폐소생술 : 둘째, 넷째주 금요일 14~17시<br />
- 전문소방시설 : 11시,14시,16시(주말 11시)<br />
<br />
* 어린이 안전교실<br />
- 어린이생활안전체험 : 10시30분~11시30분<br />
- 꼬마소방관체험 : 10시30분~11시30분<br />
<br />
* 자유관람<br />
- 어린이 안전관람장 : 평일 13시~17시 / 주말 10시~17시(16시40분 입장마감)<br />
- 소방역사박물관 : 10시~17시(16시40분 입장마감)",02-2027-4100,2010년 5월 25일,보라매공원 서문 공용주차장 이용(이용시간 09:00~22:00),"매주 월요일, 매년 1월 1일, 설·추석 당일",,09:00~17:00,0,0,0
316104,,없음,없음,없음,,템플라이프,02-928-3797,,있음,연중개방,,,0,0,0
605497,,없음,없음,없음,,,02-2148-1822,,없음,연중개방,,상시 가능,0,0,0
126516,,불가,없음,없음,,,02-2133-2641(서울시청 문화본부 역사문화재과),,없음 (대중교통 이용권함),연중무휴,,제한 없음,0,0,0
316294,,없음,없음,없음,,,02-902-7337,,,연중무휴,,,0,0,0
316295,,없음,없음,불가,,,02-919-0211,,,연중무휴,,,0,0,0
126503,,없음,없음,불가,,,02-392-3007~8,,주차 가능,,,,0,0,0
126504,,없음,불가,불가,,,02-3218-4800,,있음,연중개방,,,0,0,0
126912,,없음,없음,없음,,,02-879-5618,,,,,,0,0,0
1115042,,없음,없음,없음,,,02-2094-2353,,,,,,0,0,0
1115299,,없음,없음,없음,,,02-2094-2361,,있음(35대),연중개방,,,0,0,0
1367251,,없음,없음,가능,,,종로구청 문화과  02-2148-1807,,,연중무휴,,24시간,0,0,0
822384,,가능,없음,가능,,어린이 대상 체험프로그램 운영,"북서울꿈의숲 관리사무소 02-2289-4000,5",2009년 10월 17일,"있음(주말에는 주차장이 혼잡하니 대중교통 이용 바람)<br />
- 총 주차대수 402대<br />
- 방문주차장 : 328대(장애인 20대, 대형 10대, 여성전용 70대)<br />
- 문화센터 주차장 : 74대(장애인 6대, 여성전용 20대)",연중무휴,,,0,0,0
809190,탐방인원 : 제한 없음,없음,없음,불가,,,"말바위 02-765-0297<br>
숙정문 02-747-2152<br>
창의문 02-730-9924~5<br />
종로구청 공원녹지과 02-2148-2835",,,,,"* 겨울(4개월) 11월~2월 : 09:00~17:00 (15시까지 입산)<br />
* 봄,가을(4개월) 3월~4월/9월~10월 : 07:00~18:00 (16시까지 입산)<br />
* 여름(4개월) 5월~8월 : 07:00~19:00 (17:00까지 입산)",0,0,0
129500,,없음,없음,불가,,,02-747-2152,,없음,연중무휴,,"* 겨울(4개월) 11월~2월 : 09:00~17:00 (15시까지 입산)<br />
* 봄,가을(4개월) 3월~4월/9월~10월 : 07:00~18:00 (16시까지 입산)<br />
* 여름(4개월) 5월~8월 : 07:00~19:00 (17:00까지 입산)",0,0,0
126943,,불가,없음,없음,,,02-725-6681,,있음,,,,0,0,0
2661492,,없음,없음,없음,,,02-747-2152,,,,,09:00~18:00 (주민배려 정숙관광 필요),0,0,0
1100498,,없음,없음,가능,,,02-2148-4161,,없음,연중무휴,,,0,0,0
126537,,없음,없음,가능,,,02-2148-4161,,없음,(일요일) 골목길 쉬는 날,,"* 허용시간 : 10:00 ~17:00(주중,토) / 일요일 : 골목길 쉬는 날<br />
* 대상지역 : 북촌로 11길 일대 약 100m 구간",0,0,0
126478,,불가,없음,불가,,,북한산국립공원 도봉분소 02-954-2566,,"있음(송추 제1,2주차장, 원도봉 제2,3주차장)",,,,0,0,0
127220,,불가,없음,불가,,,북한산국립공원사무소 02-909-0498,,"있음(정릉주차장, 북한산성제1주차장, 북한산성제2주차장 )",※ 기상여건에 따라 통제 가능,,,0,0,0
1603100,,없음,없음,없음,,,02-445-4543,,,,,,0,0,0
126482,,없음,없음,없음,,,02-2116-3943,,,,,,0,0,0
2642876,,불가,가능,불가,전체 관람가 (36개월 미만 증빙서류 지참 시 무료 입장 가능),"[PLAY]<br />
<br />
* 나도 브릭 아티스트 : 브릭으로 나만의 작품을 만들어 보고, 초대형 브릭 모자이크 월에 이름, 메시지 등도 새겨볼 수 있어요.<br />
* 브릭 미디어 아트 : 여러분이 직접 디자인한 나비가 화면에서 실제로 살아 움직이는 브릭 미디어 아트를 경험해 보세요!<br />
* 직접 만든 브릭 자동차로 신나는 레이싱 타임! 친구와 함께 브릭 자동차를 만들어 신나는 레이싱을 펼쳐 보세요.<br />
* 영유아를 위한 듀플로존 : 영유아를 위한 놀이공간 ‘듀플로존’이 준비되어 있어요.<br />                                                                  
* CLASS : 국내 최고 브릭 아티스트의 작업 스튜디오가 마련되어 그의 작품 제작 과정을 들여다볼 수 있습니다.",02-2261-1393,,있음 (갤러리아포레 몰 지하주차장 B3~B7 / 차량 높이 제한 2.2M / 840대 동시 주차 가능),매주 월요일 휴관,,홈페이지 및 SNS 참조,0,0,0
2559938,시간당 40명 수용가능,불가,가능,불가,만 8세 이상,,02-6002-5525,2018-08-02,없음,연중무휴,,10:00 ~ 22:00,0,0,0
2535202,시간당 60명 수용가능,불가,가능,불가,만 8세 이상,,브이알존 큐브 강남점 02-591-0770,2017년 01월 26일,없음,연중무휴,,12:00 ~ 23:00,0,0,0
1117141,,없음,없음,없음,,,02-2094-0000,,,연중개방,,,0,0,0
126523,,없음,없음,없음,,,02-820-1395,,,,,,0,0,0
317560,,불가,없음,불가,,,02-825-1046,,주차 가능,,,,0,0,0
127942,,없음,없음,불가,,,02-2148-2834,1940년 03월 12일,,연중무휴,,,0,0,0
2638477,,없음,없음,없음,,,02-2148-2844,2019년 05월 02일,"주차가능(창삼공영주차장, 5면 공유전용/주간 시간대만 가능)","매주 월요일, 설/추석 연휴, 법정공휴일",,"* 하절기(5~10월) 09:00~19:00<br />
* 동절기(11~4월) 09:00~18:00",0,0,0
753994,1000명 이상,불가,없음,없음,,,02-2286-6090,,있음(유료),연중무휴,,24시간,0,0,0
128933,,없음,없음,없음,,,공원녹지과 02-901-6936,,,,,,0,0,0
805403,"개인 30명, 단체 50명 이하",없음,없음,불가,단쳬(학생),·프로그램 : 전시관람,02-2255-2277,2008년 12월 3일 (리노베이션 재개관 2015년 9월 12일),있음(대형주차 불가),"일요일, 공휴일, 대체공휴일, 근로자의 날 휴관",,"월~토요일 10:00~19:00 (공휴일, 대체 공휴일, 근로자의 날 휴관)",0,0,0
756600,100명 이상,없음,없음,불가,,,삼선산성당 02-875-2271,,,연중무휴,,,0,0,0
317563,,불가,없음,불가,,,02-988-1996,,주차 가능(주차 공간 협소),연중무휴,,,0,0,0
127557,,없음,없음,불가,,,02-353-3004,,,,,,0,0,0
126488,,불가,없음,불가,,,02-2148-4150,1940년 03월 12일,,연중무휴,,,0,0,0
250147,,없음,없음,없음,,,02-120,,,,,,0,0,0
1606009,,없음,없음,없음,,,02-3396-5842,,,,,,0,0,0
2507433,최대 15명,불가,가능,불가,성인(만 19세 이상),"* 시음,강의 : 1시간, 10,000원 / 탁주,약주 각 4종, 소주 3종<br />
* 스페셜 시음,강의 : 1시간, 20,000원 / 탁주,약주 각 4종, 소주 4종<br />
* 시음,강의,간단한 증류 체험 : 1시간 20분, 30,000원 / 각종 시음, 강의, 소줏고리 증류 체험<br />
* 이화주 빚기 : 3시간, 80,000원 / 각종 시음, 이화주 빚기",070-8202-9165,,없음,"설,추석 연휴",,12:00~20:00,0,0,0
2373328,,없음,없음,없음,,,02-752-1136,,,,,,0,0,0
2500207,,없음,없음,없음,,,02-3153-8353,,,,,,0,0,0
1395566,,없음,가능,불가,,,02-764-1736,,주차 불가,,,,0,0,0
126529,,없음,없음,불가,,,02-716-1791,,있음(대형차 주차 불가),,,기념관 10:00 ~17:00,0,0,0
2455084,최소 10명 ~ 최대 40명,없음,없음,불가,초·중·고등학생,"■ 체험학습</br>
 - 생명보헙의 역사, 금융보험의 이해, 미래 위험대비, 
   보험직업 체험 등</br>
■ 진로학습</br>
 - 체험학습 + 보험직업강의 / 금융보험강의",Tel: 02-2262-6541,,"있음 (소형, 대형 약 15~20대)",주말 및 공휴일,,"■ 체험학습 1일 3회 2시간 운영</br>
   1회 : 10:00~12:00</br>
   2회 : 13:00~15:00</br>
   3회 : 15:30~17:00</br>
■ 진로학습 4시간 운영 (진행 가능 요일 협의 가능)</br>
    1회 : 10:00~15:00",0,0,0
128622,,없음,가능,가능,,,서대문구 공원관리팀 02-3140-8305,1992년 8월 15일,있음,연중무휴,,연중 개방,0,0,0
1021339,,불가,없음,가능,,,,,,,,,0,0,0
1603296,,없음,없음,없음,,,02-2199-7245,,,,,,0,0,0
1265735,,없음,없음,없음,,"체험안내 <a href=""https://www.sfac.or.kr/artspace/artspace/arteducation_main.do"" target=""_blank"" title=""새창: 체험안내 "">https://www.sfac.or.kr/artspace/artspace/arteducation_main.do</a>","서서울호수공원 02-2604-3004,2697-2600",2009-10-26,없음,연중개방,,,0,0,0
1605977,,불가,없음,불가,,,02-3396-5852,,있음,연중무휴,,,0,0,0
945824,,없음,없음,불가,,,02-735-2038,,병원 주차장 이용,"매주 월요일, 1월 1일",,09:00 ~ 18:00,0,0,0
231938,,없음,없음,없음,,,02-2148-1842,,서울대학교병원 주차장 이용,,,,0,0,0
252527,,없음,없음,없음,,,02-2241-2263,,,,,,0,0,0
250470,,없음,없음,없음,,,02-3290-1492,,,,,,0,0,0
250338,,없음,없음,없음,,,02-2148-1842,,,,,,0,0,0
250362,,없음,없음,없음,,,02-3396-5882,,,,,,0,0,0
126909,,가능,없음,불가,,,02-598-6246~7,,없음(인근 공영주차장 이용),"매주 월요일, 1월1일, 5월21일",,"[미술관]<br />
평일 화~금 10:00~20:00 / 토,일,공휴일 10:00~18:00<br />
※ 관람종료 1시간 전까지 입장가능",0,0,0
126911,,없음,없음,없음,,,02-879-5618,,,,,,0,0,0
250360,,없음,없음,불가,,,02-2148-1842,,,,,,0,0,0
126522,,없음,없음,불가,,,02-2148-1842,,,연중무휴,,,0,0,0
704507,,없음,가능,불가,,,02-2236-9135,,없음,,,,0,0,0
126804,,없음,없음,불가,,,02-774-1784,,있음,,,,0,0,0
127525,,가능,없음,없음,,,02-2147-2814,,"있음(올림픽공원 주차장 중 남3문, 남4문, 회관2문이 가깝다)",연중무휴,,"몽촌토성 05:00 ~ 22:00 (차량출입: 06:00 ~ 22:00)<br />
몽촌역사관 평일/토,일,공휴일 09:00 ~ 18:00",0,0,0
126517,,없음,없음,없음,,,02-760-1472,,,,,,0,0,0
126515,200명,불가,없음,불가,,,02-2147-2800,,백제고분군 입구 옆 주차장 이용(협소),연중무휴,,,0,0,0
753989,,불가,없음,가능,,,서울 성동구 문화체육과 02-2286-5202,,없음,연중무휴,,24시간,0,0,0
704506,,불가,가능,불가,,,02-3785-0942,,,,,,0,0,0
231897,,없음,없음,없음,,,02-2147-2002,,,,,,0,0,0
127466,,없음,없음,불가,,,02-421-0970,,있음(공영주차장),,,,0,0,0
126525,,없음,없음,없음,,,02-568-1291,,"2월 : 06:00 ~ 18:00<br />
3월~10월 : 06:00 ~ 21:00<br />
11월~1월 : 06:30 ~ 17:30<br />
※ 이용문의 : 080-330-3600",매주 월요일,,"* 2월 : 06:00~18:00(매표 ~17:00)<br />
* 3월~10월 : 06:00~21:00(매표 ~20:00)<br />
* 11월~1월 : 06:30~17:30(매표 ~16:30)<br />
※ 관람소요시간 : 약 1시간<br />
※ 정기휴일 : 매주 월요일<br />
※ 20시 이후 입장 불가, 야간에는 조명이 설치된 부분만 관람 가능",1,0,0
126919,,없음,없음,없음,,,관악구청 문화체육과 02-879-5618,,,,,,0,0,0
128015,,불가,가능,불가,,,02-889-1233,,"주차 가능(인근 주변 유료주차 / 1,500원(30분))",연중무휴,,12:00 ~24:00,0,0,0
126519,,없음,불가,불가,,,02-3425-6520,,있음(이용시간 09:30~18:00),"매년 1월 1일, 매주 월요일(월요일이 공휴일인 경우 화요일 휴관)",,"09:30~18:00(30분 전까지 입장)<br />
※ 아침 운동시간 무료개방 10~3월 06:00~09:00 / 4~9월 05:30~09:00",0,0,0
2553892,교육 1회 약 20~36명,없음,없음,없음,누구나,"전시 : 복도갤러리, 디오라마, 애니시네마, 만화의 집 등</br>
체험 : 이달의 문화체험(자세한 사항은 홈페이지 참고), 캐릭터체험 등</br>
교육 : 재미꾼, 키즈툰애니틴스쿨 등",02-3455-8341~2,,애니센터 유로체험시설 / 극장 이용객 당일에 한해 3시간 무료,월요일 및 공휴일,,10:00~18:00(월요일 및 공휴일 휴무),0,0,0
250330,,없음,없음,불가,,,사무실 02-362-1891,,주차 가능,,,,0,0,0
127216,,없음,없음,불가,,,02-2600-6300,,없음,연중개방,,상시 개방,0,0,0
252532,,없음,없음,없음,,,02-330-1121,,,,,,0,0,0
252534,,없음,없음,없음,,,서대문구청 문화체육과 02-330-1121,,,,,,0,0,0
252533,,없음,없음,없음,,,서대문구청 문화체육과 02-330-1121,,,,,,0,0,0
126527,,없음,없음,불가,,,02-962-0556,,있음(약 소형 23대) - 영휘원 정문에 위치,매주 월요일,,"2~5월, 9~10월 09:00~18:00<br />
6~8월 09:00~18:30<br />
11~1월 09:00~17:30<br />
※ 매표는 마감 1시간 전까지",0,0,0
127016,,없음,없음,불가,,,02-719-2331,,주차 가능,,,,0,0,0
250358,,없음,없음,불가,,,02-2148-1822,,불가,,,,0,0,0
127454,,없음,가능,불가,,"[전통의상체험]<br />
조선시대 전통 의상을 직접 입어보고 운현궁 곳곳을 거닐며 기념촬영을 할수 있다. 우리 옷을 입는 법도 함께 배워보자.<br />- 장소 : 기획전시실<br />
- 일자 : 상시 운영(휴관일 제외)<br />
- 시간 : 하계 10:00~18:00, 동계 10:00~17:00",02-766-9090,,없음,"매주 월요일(단, 월요일이 공휴일인 경우 정상 개장)",,"하절기(4~10월) 09:00~18:00 / 입장마감 17:30<br />
동절기(11~3월) 09:00~18:00 / 입장마감 17:30",0,0,0
250396,,없음,없음,불가,,,의릉관리소 02-964-0579,,있음(약 소형 80대) - 의릉 정문 전방에 위치,매주 월요일,,"2~5월, 9~10월 09:00~18:00<br />
6~8월 09:00~18:30<br />
11~1월 09:00~17:30<br />
※ 매표는 마감 1시간 전까지",1,0,0
250325,,불가,없음,불가,,,02-753-0001~3,,있음,,,,0,0,0
127616,,없음,가능,불가,,,정릉관리소 02-914-5133,,없음,매주 월요일,,"2~5월, 9~10월 06:00~18:00<br />
6~8월 06:00~18:30<br />
11~1월 06:30~17:30<br />
※ 매표는 마감 1시간 전까지",1,0,0
735749,,없음,없음,없음,,,02-735-8688,,,,,,0,0,0
126526,,없음,없음,불가,,,02-972-0370,,"서울 태릉과 강릉(일반 28개,장애인 3개)<br />
서울 영휘원과 숭인원(일반21개,장애인2개)
서울 연산군묘(주차장 없음)",매주 월요일,,"2~5월, 9~10월 09:00~18:00<br />
6~8월 09:00~18:30<br />
11~1월 09:00~17:30<br />
※ 매표는 마감 1시간 전까지<br />
※ 강릉은 제한공개지역으로 시범개방",1,0,0
126520,,불가,없음,없음,,,02-2147-2800,,있음,연중무휴,,상시 개방,0,0,0
126530,,없음,가능,불가,,,헌릉관리소 02-445-0347,,있음,매주 월요일,,"2~5월, 9~10월 09:00~18:00<br />
6~8월 09:00~18:30<br />
11~1월 09:00~17:30<br />
※ 매표는 마감 1시간 전까지",1,0,0
1116022,,없음,없음,없음,,,금천구청 문화체육과 02-2627-1453,,,,,상시운영,0,0,0
127643,,불가,없음,가능,,,02-2199-8823,,있음,연중무휴,,,0,0,0
128968,,불가,없음,불가,,,02-735-8688,,,,,,0,0,0
2554065,,없음,없음,없음,누구나,"* 역 견학 : 월~금 14:00~16:00 (※ 견학 시간은 역 사정에 따라 변경될 수 있음)<br />
* 신청방법<br />
- 인터넷 또는 전화신청<br />
- 인터넷 신청 시 해당역과 서전 유선 협의<br />
※ 역 안전체험은 역 사정에 따라 변경 될 수 있으므로 사전에 유선으로 해당역과 일정조율 등 협의가 필요<br />
<br />
* 차량사업소 견학<br />
- 평일(토, 휴일 제외)<br />
- 희망하시는 견학일로부터 15일 전까지 신청하셔야 하며, 차량사업소 사정에 따라 견학일이 변경될 수 있습니다.","[고덕] 02-6311-3907 (3945)<br />
[방화] 02-6311-3228 (3394)<br />
[신내] 02-6311-3427 (3447)<br />
[천왕] 02-6311-3526 (3594)",,있음,,,,0,0,0
