contentid,discountinfofood,lcnsno,credit_card,discount_info,rep_menu,info_center,kids_facility,open_date,open_time,packing,parking,reservation_info,rest_date,scale,seat,smoking,treat_menus
1950072,,19830025378,가능,,소불고기 한식도시락,02-736-7848,0,,11:30 ~ 21:00,가능,,전화 예약 문의 (02-736-7848),일요일,,,모두 금연석,소불고기 한식도시락 / 제육 한식도시락 / 계절도시락 / 떡갈비 한식도시락 / 고급맞춤도시락 외
2495232,,20100050152,가능,,파스타,02-765-0252,0,,11:00 ~ 22:00,,,전화 예약 문의 (02-765-0252),연중무휴,,,모두 금연석,파스타 / 리조또 / 샐러드 외
398345,,20050025030,가능,,떡갈비 / 김치말이 국수,02-739-6742,0,,11:30 ~ 21:00,가능,주차 가능(발렛파킹),전화 예약 가능 (02-739-6742),연중무휴,,,모두 금연석,떡갈비 / 김치말이 국수 / 두부김치 / 녹두빈대떡 / 평양만두 외
402976,,19930025744,가능,,우슬초(런치),"02-730-9311,9301",0,,11:30 ~ 21:30 (주문마감 20:00),,,전화 예약 가능 (02-730-9311),연중무휴,,50석,모두 금연석,우슬초(런치) / 익모초 / 구절초 / 싱아 / 근채 외
836008,,19960042593,가능,,탄두리치킨,02-957-7955,0,2000년 04월 01일,11:00 ~ 22:00,가능(일부 메뉴),주차 가능(경희의료원),전화 예약 가능 (02-957-7955),연중무휴,,,모두 금연석,탄두리치킨 / 커리 / 난 외
834489,,20000087779,가능,,코스요리,02-6670-7270,0,2000년 05월 28일,11:30 ~ 21:30 (주문마감 21:00),,주차 가능,전화 예약 문의 (02-6670-7270),연중무휴,,,모두 금연석,
1900810,,20000029595,가능,,설렁탕,02-2234-9713,0,,24시간(주말은 20시 종료),일부 메뉴 포장 가능,주차 불가,전화 예약 가능 (02-2234-9713),연중무휴,,,모두 금연석,설렁탕 / 차돌탕 / 갈비탕 / 도가니탕 / 생족탕 / 수육 외
738596,,19990069664,가능,,모둠전,02-362-9604,0,"1990년대 초,중반",10:00 ~ 24:00,가능,,,둘째·넷째주 일요일,,,모두 금연석,모둠전 / 굴전 / 해물전 / 녹두빈대떡 외
2642682,,20110025598,없음,,어복쟁반,02-733-9905,0,,11:00-21:00(라스트오더 20:30),,불가,가능,연중무휴,,,금연,어복쟁반
135423,,19980033528,가능,,"오코노미야끼, 타코야끼",02-790-0917,0,,17:30 ~ 01:30,가능,주차가능(1시간 무료),전화 예약 문의 (02-790-0917),"매월 1일, 명절 당일",,,모두 금연석,오코노미야끼 / 타코야끼 / 샤브샤브샐러드 / 치킨가라아게 외
134031,,19860029374,가능,,해산물 스파게티,02-2171-7830 / 02-2171-7834,0,,07:00 ~ 22:00,가능(일부 메뉴),주차 가능,"전화 예약 가능 (02-2171-7834, 7830)",연중무휴,,,모두 금연석,해산물 스파게티 / 해산물 볶음밥 / 오므라이스 / 클럽 샌드위치 외
398346,,19910025342,가능,,김치만두전골,02-725-1697,0,1991년,11:00 ~ 21:30,가능(일부 메뉴),,전화 예약 가능 (02-725-1697),,,,모두 금연석,김치만두전골 / 토장만두전골 / 만둣국 / 비지정식 / 불고기 외
834565,,19980063212,가능,,유니짜장,02-376-0604,0,,11:00 ~ 21:00,가능,,전화 예약 문의 (02-376-0604),연중무휴,,,모두 금연석,유니짜장 / 복어짬뽕 / 해물누룽지탕 / 고추잡채 / 게살볶음밥 외
2653026,,20050029113,없음,,삼계탕,02-777-5077,0,,07:00-19:00(라스트오더 17:30),,,,,,,금연,삼계탕
1018855,,20030026042,가능,,항아리 팥빙수,02-735-7355,0,2009년 10월 10일,10:00 ~ 22:00 (주말 및 공휴일 10:00 ~ 23:00),,,전화 02-735-7355,연중무휴,"지상 1층 <br />면적 82.6㎡",테이블 9개,모두 금연석,항아리 팥빙수 / 아메리카노 / 카페라떼 / 레몬에이드 / 보이차 / 유자차 / 아이스크림 / 우유 외
232219,,20090029557,가능,,손님맞이 특별 상차림,"02-765-2068,2035",0,,07:30 ~ 21:30 (토요일 10:00 ~ 21:30),,주차 가능,전화 예약 가능 (02-765-2068),일요일,,80석,모두 금연석,손님맞이 특별 상차림 / 특선 상차림 정식 / 깊은산 / 맑은물 등
751201,,19960094681,가능,,순대볶음,02-885-4564,0,,11:30 ~ 02:00,가능,주차 가능(전화문의),,명절연휴,,,모두 금연석,순대볶음 / 백순대 외
2653032,,20150025435,없음,,닭곱새,02-6226-8220,0,,10:00-22:00,,,,,,,금연,닭곱새
2670616,,20140066080,없음,,닭발,070-8977-7000,0,,16:00-01:00,,불가,불가,연중무휴,,,금연,닭발
2653729,,20090029916,없음,,닭볶음탕,02-2285-5988,0,,10:00-24:00(라스트오더 23:00),가능,가능,가능,,,,금연,닭볶음탕
2653655,,20010029442,없음,,와인삼겹살,02-753-7271,0,,11:00-22:00(라스트오더 20:30),,,,매주 일요일,,,금연,와인삼겹살
403376,,20110115945,가능,,대나무정식,02-423-5292,0,,11:00 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 문의 (02-423-5292),연중무휴,,,모두 금연석,대나무정식 / 참나무정식 / 항나무정식 외
835778,,19870086441,가능,,어복쟁반 / 평양손만두국,02-782-1780,0,,10:00 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (02-782-1780),일요일 / 공휴일,,120석,모두 금연석,어복쟁반 / 평양손만두국 / 쟁반수육 / 냉김치말이 외
133557,,19780029055,가능,,한정식,02-2266-1540,0,,11:30 ~ 20:30,,주차 가능,"전화 예약 문의 (02-2266-1540, 2678)",연중무휴(전화문의),,,모두 금연석,
232241,,20190056152,가능,,간장게장정식 / 보리굴비정식,02-956-0843,0,,12:00 ~ 21:30 (브레이크타임 15:00 ~ 17:00),가능(일부 메뉴),주차 가능(40대),전화 예약 가능 (02-956-0843),명절연휴(전화문의),,,모두 금연석,간장게장정식 / 보리굴비정식 / 대문정식 / 모란정식 외
135114,,19820086109,가능,,오향족발 / 오향장육,02-2678-3256,0,,11:30 ~ 22:00,가능(일부 메뉴),,전화 예약 가능 (02-2678-3256),둘째·넷째주 일요일,,,모두 금연석,오향족발 / 오향장육 / 만두 외
871834,,20080086670,가능,,대방골정식,02-783-4999,0,2001년 03월 05일,11:00 ~ 22:00 (주말 및 공휴일 11:00 ~ 21:00),가능,주차 가능(300대),"전화 예약 가능 (02-783-4999,9960)",연중무휴,,,모두 금연석,대방골정식 / 보리굴비한정식 / 연포탕한정식 외
134030,,19850029787,가능,,주말코스,02-2171-7869,0,,12:00 ~ 21:30 (브레이크타임 15:00 ~ 17:30),가능,주차 가능,"전화 예약 문의 (02-2171-7869, 7870)",연중무휴,,,모두 금연석,주말코스 / 특선코스 / 정식코스 외
2642826,,19960025457,없음,,간장게장정식,02-734-4407,0,,11:30-21:30(브레이크타임 15:00-17:00),,불가,가능,일요일,,,금연,간장게장정식
2360783,,20140115589,가능,,대장금 전통 수라상,02-3213-4534,0,,11:00 ~ 22:00 (주문마감 21:00),,주차 가능,전화 예약 문의 (02-3213-4534),연중무휴,,,모두 금연석,대장금 전통 수라상 / 전통양념 갈비구이 정식 / 궁중 참보리굴비 정식 / 한방 약선 전복 갈비탕 외
738615,,20100070485,가능,,모둠전,02-363-1617,0,1999년,13:00 ~ 22:00,가능,,,첫째·셋째주 일요일,,,모두 금연석,모둠전 / 감자전 / 굴전 / 해물파전 / 녹두전 외
2653043,,20140025663,없음,,찜닭,02-742-6669,0,,11:00-22:00(라스트오더 평일 20:40 주말 21:10),,,가능,,,,금연,찜닭
2668235,,20180066585,없음,,찜닭,02-325-6633,0,,11:00-22:00(라스트오더 20:30),가능,불가,가능,명절,,,금연,찜닭
134760,,19950098274,가능,,고등어구이,02-518-7357,0,,10:30 ~ 22:00,,주차 가능,전화 예약 가능 (02-518-7357),연중무휴,,,모두 금연석,고등어구이 / 삼치구이 / 간장게장 / 간장새우 외
1828894,,20090115855,가능,,코스요리,02-2042-7544,0,,11:30 ~ 22:00 (와인은 24시까지 이용 가능),,주차 가능,전화 예약 가능 (02-2042-7544 ),명절,,,모두 금연석,코스요리 / 파스타 / 라자냐 / 볶음밥 외
1965691,,19830025134,없음,,"곱창, 막창",02-2266-8125,0,,10:00 ~ 24:00,,,,"둘재,넷째,다섯재주 일요일",,,,야채곱창 / 소금구이 / 양념구이 / 막창구이
1526940,"인터넷 예약 5% 할인, 앰배텔 포인트 카드 소지자 10% 할인",19760029172,가능,,뷔페식,02-2270-3121,0,2010년 10월 1일,06:30 ~ 21:30 (브레이크타임 있음),,주차 가능(450대),전화와 인터넷으로 예약 가능,연중무휴,"홀: 514㎡, 주방: 86㎡ (총: 600㎡, 181평)",200석 <br /> PDR 총 4룸 (20인 2룸 / 40인 1룸 / 14인 1룸),금연,
2654150,,20130025753,없음,,디저트,02-2276-3336,0,,09:00-22:00(라스트오더 21:00),,가능,가능,,,,금연,디저트
2669960,,20060029330,없음,,아메리카노,010-9083-9616,0,,07:00-23:00,가능,,,연중무휴,,,금연,아메리카노
2653114,,19990026098,없음,,아메리카노,02-745-3343,0,,평일 08:30-22:00 / 토요일 08:20-23:00,,가능,,,,,금연,아메리카노
2642583,,19810029162,없음,,랍스터,02-318-2234,0,,11:00-23:00(라스트오더 21:00),,,,연중무휴,,,금연,랍스터
2624296,,20150033304,없음,,뷔페,02-6070-7600,0,,06:30 ~ 22:30,,,,연중무휴,,,,
135683,,20050033548,가능,,한우 스테이크 / 해산물 플레이트,02-3455-9220,0,,11:00 ~ 23:00,,,전화 예약 가능 (02-3455-9220~1),연중무휴,,,모두 금연석,한우 스테이크 / 해산물 플레이트 / 에피타이저 / 샐러드 / 파스타 / 피자 / 스테이크 / 리조또 / 디저트 외
2623606,,20160098230,없음,,덕인떡갈비 정식,02-3479-1024,0,,11:00 ~ 21:30,,,,백화점 쉬는 날,,,,덕인떡갈비 정식 / 덕인떡갈비 대통밥정식 / 탕류 외
2653697,,19990030356,없음,,소불고기,02-2269-1538,0,,00:00-24:00,,,가능,,,,금연,소불고기
2642683,,20040025868,없음,,아귀찜,02-765-4009,0,,10:00-24:00(라스트오더 23:30),가능,가능,가능,연중무휴,,,금연,아귀찜
2623110,,19850105654,없음,,일품 요리,02-3449-5890,0,,11:00 ~ 22:00 (브레이크타임 15:00 ~ 17:00),,주차 가능,네이버 예약,백화점 쉬는 날,,,,일품 요리 / 중식 코스 / 석식 코스 / 셰프 스페셜 코스 외
835984,,19940042807,가능,,제육백반,02-964-2388,0,,10:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (02-964-2388),명절연휴,,,모두 금연석,제육백반 / 김치찌개백반 / 부대찌개백반 / 된장찌개백반 / 낙지전골백반 / 순두부백반 외
678899,,19880076094,가능,,짜장면,02-2662-2322,0,,11:30 ~ 22:00,가능(일부 메뉴),주차 가능(10여 대),전화 예약 가능 (02-2662-2322),첫째주 월요일 / 명절연휴,,,모두 금연석,짜장면 / 삼선짬뽕 / 탕수육 / 사천탕수육 / 동파육 / 깐풍육 외
403968,,19940039029,가능,,도톰 삼겹살 / 도톰 목살,02-444-4231,0,,12:00 ~ 01:00 (브레이크타임 15:00 ~ 16:30 / 주말제외),,주차 가능,전화 예약 문의 (02-444-4231),명절연휴,,,모두 금연석,도톰 삼겹살 / 도톰 목살 / 도톰 가브리살 / 생소갈비살 외
2670532,,20150069695,없음,,곰탕,010-9440-6639,0,,11:00-21:30,가능,유료,가능,일요일,,,금연,곰탕
2642541,,20070029479,없음,,채끝등심,02-776-3301,0,,00:00-24:00,,,가능,연중무휴,,,금연,채끝등심
2670610,,20140069304,없음,,국밥,02-3144-3104,0,,월-토24시간/일요일00:00-21:00,,불가,가능,명절,,,금연,국밥
2653684,,20030070294,없음,,돼지국밥,02-324-3131,0,,00:00-24:00,,,,연중무휴,,,금연,돼지국밥
2653115,,19930025023,없음,,오리구이,02-730-2700,0,,10:00-22:00,,,,,,,금연,오리구이
2670585,,20030105635,없음,,돌문어숙회,02-3446-2928,0,,11:30-03:00,,가능,가능,일요일,,,금연,돌문어숙회
2378522,"병 포장시(1L, 2L) 10% 할인",20010050139,가능,,"한방차, 궁중차, 꽃차, 요거트, 별식",02-988-4730,0,,10:00 ~ 22:30(오전시간 조절 가능),"잔, 병 (1L, 2L)","유료주차장 (이마트 주차장, 유료주차장)",전화 예약 문의 (02-988-4730),명절 연휴(전화 문의),,"50석(방2실 각 10인, 정자 4인~6인, 마당 3인, 실내좌석 22인)",모두 금연석,"경옥고 / 배숙 / 쌍화차 / 십전대보차 / 대추차 / 청귤차 / 계피꿀차 / 오미자차 / 매실차 / 모과차 / 생강차 / 곶감수정과 등 <br /><br />* 계절메뉴(하절기)<br />생맥산 / 제호탕 / 송화밀수 / 오미자화채 / 인삼샤베트 / 오미자빙수 / 레몬빙수 / 팥빙수 / 냉커피<br /><br />                * 별식<br />가래떡구이 / 약식 / 호박죽 / 팥죽 / 여름수박<br /><br />※ 메뉴의 가격은 변동이 많아 표기하지 않으므로 방문 문의요망 <br />　 메뉴는 음식점 사정에 따라 변동될 수 있으므로 참고 요망"
2653706,,20030025665,없음,,설렁탕,02-741-1510,0,,00:00-24:00 (라스트오더 22:00),,,,,,,금연,설렁탕
2653721,,20030025489,없음,,삼겹살,02-764-1541,0,,00:00-24:00,가능,가능,가능,,,,금연,삼겹살
2653116,,20150025753,없음,,곱창구이,02-747-1235,0,,10:30-23:30(라스트오더 23:00),,,,,,,금연,곱창구이
2469472,,20170070713,가능,,평양냉면,02-322-6632,0,,화~토 11:30 ~ 21:00<br />일요일 11:30 ~ 15:00<br />브레이크타임 15:00 ~ 17:30,,,,월요일,,,모두 금연석,평양냉면 / 오리국수 / 오리국밥 / 찹쌀순대 / 평양찐만두 외
1985729,,19780029060,가능,,짜장면,02-2267-7285,0,,11:00 ~ 21:30 (브레이크타임 15:00 ~ 17:00),,,전화 예약 문의 (02-2267-7285),명절연휴,,,모두 금연석,짜장면 / 새우볶음밥 / 굴소면 / 삼선우동 / 잡채밥 외
2560272,,19970039360,없음,,양꼬치,02-498-1688,0,,15:00 ~ 04:00,,,예약 가능,연중무휴,,,,양꼬치 / 양갈비살 / 대하꼬치 / 고급갈비 / 닭날개구이 외
2653126,,19990025728,없음,,돼지갈비,02-741-3451,0,,10:00-23:00(라스트오더 22:30),,,가능,,,,금연,돼지갈비
2027565,,19760029026,가능,,간장게장정식/보리굴비정식,02-2267-4862,0,1963년 3월,10:00 ~ 22:00,,주차 가능,전화 예약 가능 (02-2267-4862),일요일 (사전예약시 운영),,,모두 금연석,간장게장정식 / 보리굴비정식 / 낙지볶음 / 닭볶음탕 / 파전 외
403090,,19910059441,가능,,복맑은탕,02-930-5400,0,,11:30 ~ 22:00,가능,주차 가능,전화 예약 문의 (02-930-5400),일요일,,,모두 금연석,복 맑은탕 / 복 수육 외
679654,,19920084153,가능,,간짜장,02-803-3759,0,,11:00 ~ 21:30 (주문마감 21:00),,주차 가능,전화 예약 가능 (02-803-3759),연중무휴,,,모두 금연석,간짜장 / 짬뽕 / 우동 / 마파두부밥 / 잡채밥 / 탕수육 / 군만두 외
562425,,20040025913,가능,,코스요리,02-3210-2100,0,,12:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (02-3210-2100),일요일 / 명절연휴,,,모두 금연석,코스요리 / 스테이크 / 와인 외
2033491,,20090025191,가능,,"어성초차, 십전대보차",02-725-1408,0,,10:00 ~ 22:00,전 메뉴 포장 가능,주차 불가,,주말·공휴일,,,모두 금연석,어성초차 / 마어성초 / 십전대보차 / 쌍화차 / 대추차 / 국화차 / 레몬차  외
133273,,19800025060,가능,,한정식 코스요리,02-732-2919,0,,12:00 ~ 22:00 (브레이크타임 16:00 ~ 17:00),,주차 가능(사전문의),전화 예약 가능 (02-732-2919),명절연휴,,,모두 금연석,
820593,,19990033137,가능,,홈무스,02-798-9277,0,,12:00 ~ 23:00,가능,,전화 예약 문의 (02-798-9277),연중무휴,,,모두 금연석,홈무스 / 치킨커리 / 양고기스테이크 / 파카라 외
403509,,20060050442,가능,,파스타,02-747-1405,0,,11:30 ~ 21:00,가능(일부 메뉴),,전화 예약 가능 (02-747-1405),연중무휴,,,모두 금연석,파스타 / 피자 / 리조또 / 샐러드 외
134793,,20020115111,가능,,갈비살 / 안창살,02-416-4555,0,,12:00 ~ 24:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (02-416-4555),연중무휴,,,모두 금연석,갈비살 / 안창살 / 막창 / 삼겹살 / 열무국수 / 된장찌개 외
697269,,19930029143,가능,,떡볶이,02-2235-2967,0,,09:30 ~ 05:00,가능,주차 가능,전화 예약 문의 (02-2235-2967),둘째·넷째주 화요일 / 명절 전날 및 당일,,,모두 금연석,
686363,,19960025487,가능,,스페셜 피자,02-747-4444,0,,11:30 ~ 22:00 (주문마감 21:10),가능(일부 메뉴),주차 가능,전화 예약 문의 (02-747-4444),월요일,,,모두 금연석,스페셜 피자 / 부팔리나 피자 / 프로슈또에풍기 피자 / 알라셰프 피자 / 스파게티 외
679683,,19970059445,가능,,짜장면,02-939-6700,0,,11:30 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (02-939-6700 / 식사시간 1시간 전까지 예약 가능),명절 전날 및 당일,,,모두 금연석,짜장면 / 삼선짬뽕 / 탕수육 / 송이특밥 / 오리훈제해물볶음 / 깐풍기 / 유린기 / 마파두부 외
2645773,,20140033886,없음,,한우스테이크,02-790-3228,0,,11:30 ~ 22:30 (재료 소진 시 영업종료),,주차 가능,,1월 1일 / 명절당일,,,,한우스테이크 / 감바스알아히요 / 로제파스타 / 수제버거 외
1926034,,20130106643,가능,,전통차 / 커피 / 빙수,02-529-1345,0,,11:00 ~ 22:00,가능(일부 메뉴),,전화 예약 가능 (02-529-1345),연중무휴,,,모두 금연석,전통차 / 커피 / 빙수 / 즉석떡볶이 / 해물떡볶이 / 볶음밥 외
135667,,20030106547,가능,,항정살 / 갈매기살,02-517-0997,0,,11:00 ~ 23:30 (일요일 16:00 ~ 23:00),,주차 가능,전화 예약 가능 (02-517-0997),연중무휴,,,모두 금연석,항정살 / 갈매기살 / 와인삼겹살 / 돼지왕갈비 / 갈비살 외
1806296,,19940025558,가능,,통베이컨 까르보나라,02-734-2057,0,,11:00 ~ 22:00,,,전화 예약 가능 (02-734-2057),명절연휴,,,모두 금연석,통베이컨 까르보나라 / 폴로 파스타 / 풍기 파스타 / 연어 크림 파스타 / 그린 샐러드 / 시저 샐러드 / 연어 샐러드 외
2384136,,20110091271,가능,,수산물 찜·구이,02-2254-7988,0,,00:00 ~ 24:00,가능,주차 가능(노량진 수산물 도매시장 유료 주차장 3~4층),전화 예약 문의 (02-2254-7988),연중무휴,,,모두 금연석,수산물 찜·구이 / 양념상차림(1인) / 매운탕 / 서더리탕 외
398356,,19960094734,가능,,순대곱창볶음 / 백순대볶음,02-884-7565,0,1976년 2월,00:00 ~ 24:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (02-884-7565),연중무휴,,,모두 금연석,순대곱창볶음 / 백순대볶음 / 찰순대 / 오징어백순대 / 오징어순대 외
738665,,19910086686,가능,,홍어삼합,02-831-7315,0,,14:30 ~ 01:00,가능,,전화 예약 문의 (02-831-7315),연중무휴,,,모두 금연석,홍어삼합 / 홍어회 / 홍어찜 / 홍어무침 / 홍어애탕 외
1986171,"테이크아웃 30% 할인",20140025372,가능,,쌍화차 / 대추차,02-734-5310,0,2014년 06월 07일,11:00 ~ 23:00,,,,연중무휴,,,모두 금연석,쌍화차 / 대추차 / 아메리카노 / 생과일쥬스 / 부각모듬 / 떡모듬 외
