contentid,capacity,baby_carriage,credit_card,pet,discount_info,info_center,parking,parking_fee,rest_date,use_fee,use_time,scale,spend_time
130346,390석,없음,가능,불가,,금호아트홀 02-6303-1977,주차 가능(지하 3층~지하 4층),"10분당 1,500원 <br />
※ 관람객의 경우 안내데스크에서 차량번호 등록시 할인적용(4시간주차 4,000원 / 4시간초과 시 일반주차요금 부과)","공연, 전시마다 다름",,"공연, 전시마다 다름","객석면적 315 ㎡<br />
무대면적 61 ㎡",
1019327,"스탠딩 공연시 90~120명 수용가능<br />
좌석 설치 시 약 60석(내부 나무계단 착석포함)",없음,없음,불가,,02-3141-5292,인근 공영주차장 이용,,,공연에 따라 다름,공연에 따라 다름,,공연에 따라 다름
2553377,최대 50명 수용가능,불가,가능,불가,,김달진미술자료박물관 02-730-6216,"주차가능 (약 소형 4대, 대형 2대)",무료,일요일 및 법정공휴일 휴관,무료,"평일: 10:00~17:00<br />
토요일: 10:00~14:00","총부지면적 251㎡, 건축연면적 251㎡(지상3층, 지하1층)<br />
전시면적 94.42㎡(1층 및 지층 수장고 앞)",약 20분
699241,,없음,없음,없음,,김대중도서관 02-2123-6890,"주차시설이 매우 협소하므로, 가능한 대중교통 이용",무료,"일요일, 공휴일",무료,"평일 : 10:00~17:00<br />
토요일(첫째주) : 10:00~17:00",,약 1시간 30분
736915,,없음,없음,불가,,김리아갤러리 02-517-7713,,,매주 일요일,무료,"평일 10:00~19:00<br />
토요일 10:00~18:00",,
130623,,없음,없음,불가,,김종영미술관 02-3217-6484,,,매주 월요일,무료,"3월~10월 10:00~18:00<br />
11월~2월 10:00~17:00","제 1~4 전시실 총 1,320㎡",
130585,,없음,없음,없음,,김현주 갤러리 02-732-4666,불가,,매주 월요일,,"화~금요일 10:00~18:00<br />
주말, 공휴일 11:00~17:00",지하 1층~2층 각 전시실 약 40㎡,
1255726,,없음,가능,불가,,꿈의숲 아트센터 02-2289-5401,"총 74대 (지하 54대, 외부 20대)<br />
※ 장애인 주차 구역 (지하 2대, 외부 4대)",10분당 300원,[상상톡톡미술관/드림갤러리] 매주 월요일,,"[상상톡톡미술관/드림갤러리] <br />
10:00~18:00 (입장마감 17:30)",,
130699,,없음,가능,불가,,나루아트센터 02-2049-4700,"주차 가능(07:00~22:00)<br />
※ 승용차 요일제 전자태그 부착 차량만 주차 가능<br />
※ 주차공간이 협소하오니 대중교통을 이용 바람","일반주차 : 10분 500원(최초 30분 1,000원)<br />
공연관람차량 : 2시간 2,000원, 4시간 3,000원, 일일주차권 10,000원",매주 월요일,공연에 따라 다름,공연에 따라 다름,,
129900,,없음,없음,불가,,나화랑 02-732-8846,건물 지하 주차장 이용,주차권 발급,매주 일요일(전시기간중에는 무휴),무료,10:00~19:00,전시실 99㎡,
1022231,남산예술센터 드라마센터 438석,없음,가능,불가,,02-758-2150,없음(인근 주차장 이용),,매주 월요일,공연에 따라 다름,공연에 따라 다름,건축면적 7310㎡(700평),
1750763,대공연장 : 616석 / 소공연장 : 292석,없음,가능,불가,,02-951-3355,"주차 가능(약 128대)<br />
9:00~18:00 (주말 및공휴일 제외)<br />
- 지하주차장 : 발권시스템에 의한 징수<br />
- 지상주차장 : 수기영수증 발급","대,소공연장 관람자 : 공연 전 30분부터 공연 후 1시간 1,000원<br />
문화강좌 수강생 : 문화강좌 시간 포함 전후30분 무료<br />
면제차량 : 취재용차량 관용차량 / 시설사용 행사차량 : 5대 / 구립예술단체 단원 및 지휘자 / 노원문화예술회관 자원봉사자<br />
공연신청 방문자 등 : 1시간 무료<br />
기타차랑 : 10분 500원",,공연에 따라 다름,공연에 따라 다름,부지면적 : 7863.2㎡ / 연면적 : 13167㎡ / 건축면적 : 1842.89㎡,공연에 따라 다름
130371,,없음,없음,불가,,"노원문화원 02-938-1244,5",주차 가능,수강생에 한해 무료,"매주 일요일, 공휴일",,"월~금 09:00~18:00<br />
토요일 09:00~12:00<br />
※ 강좌에 따라 변동 가능",,
129906,,없음,없음,없음,,노화랑 02-732-3558,불가,,"매주 일요일, 공휴일",,10:00~18:00,"전시공간 1, 2층 / 사무실 3, 4층 각 30평(총 120평)",
129921,,없음,없음,불가,,다도화랑 02-542-0755,주차 가능(주차 공간 협소),무료,"일요일, 명절연휴",,10:00 ~17:30,1층 115.703m² / 2층 99.174m²,
130624,,없음,없음,불가,,다보성 갤러리 02-730-0310,,,"일요일 및 공휴일<br />
(기획전 및 특별전의 경우 개관 / 사전확인 후 방문)",무료,월~토 09:00~18:00,,
130459,,없음,가능,불가,"[할인가 적용]
온라인 회원<br />
10인 이상 단체관람<br />
65세 이상 경로우대<br />
장애인(복지카드 소지자 한해서 적용)",대림미술관 02-720-0667,주차 가능,,"매주 월요일, 설/추석 연휴","성인 8,000원 <br />
청소년 3,000원<br />
어린이 2,000원","10:00~18:00<br />
※ 목요일/토요일 10:00~20:00<br />
※ 매표는 마감 30분 전까지 가능",,
130348,,없음,없음,불가,,루프 02-3141-1377,주차 가능,무료,전시준비 등의 휴관일이 있으므로 홈페이지 확인,무료,10:00~19:00,,
130722,,없음,가능,불가,,02-741-5978,주차 불가(인근 공영주차장 이용),,공연에 따라 다름,공연에 따라 다름,공연에 따라 다름,140석,
1380688,"대극장 504석, 소극장 150석",없음,가능,불가,,한국공연예술센터 02-3668-0007,주차 가능,"일반인 - 처음 30분 2,000원 / 초과 15분 마다 1,000원<br />
공연관람객 - 3시간 30분 미만 3000원 / 초과 15분마다 1,000원(공연관람 티켓제시)<br />
※ 장애인, 국가유공자의 경우 일반일 요금의 50% 적용",공연에 따라 다름,공연에 따라 다름,09:00~22:00,"건축연면적 1,253㎡(지상6, 지하2층)",공연에 따라 다름
1849416,,가능,없음,불가,,대한민국역사박물관 02-3703-9200,없음 (인근 공용주차장 이용),,"1월1일, 설, 추석",무료,"평일 10:00~18:00<br />
※ 수요일, 토요일은 21:00까지 야간개장<br />
※ 입장시간 : 관람 종료 1시간 전까지 가능","부지면적 6,445㎡<br />
건축연면적 10,734㎡",약 1시간~1시간30분
130747,"객석 998석 (1층 528석,2층 470석)",없음,가능,불가,,더케이아트홀 02-526-9680,주차 가능(07:00~23:00 운영),"[기본요금]<br />
소형 - 2,000원(3시간 이내) <br />
대형 - 버스 10,000원 / 승합차(15인승이상) 5,000원 <br />
[초과요금]<br />
소형 - 3,000원(3시간 초과시)<br />
※ 15분이내의 회차는 무료<br />
※ 상기된 요금은 공연 및 행사 이용객이 주차권 소지시 요금",,공연에 따라 다름,공연에 따라 다름,"약 1,099㎡, 좌석 998석",공연에 따라 다름
736766,,없음,없음,불가,,더페이지갤러리 02-3447-0049,,,월요일 및 공휴일,전시에 따라 다름,화~일 10:30~18:00,,
130925,,없음,없음,불가,,"덕성여자대학교박물관 02-901-8131,3",주차 가능,,"토,일요일, 법정공휴일, 개교기념일, 동하계 휴가기간, 기타 정부나 대학에서 임시 휴일로 정하는 날",무료,월~금 10:00~16:00,"연건축면적 약 1322㎡<br />
전시공간 988㎡(야외전시장 포함)",약 40분
130211,,없음,없음,불가,,도봉문화원 02-905-4026,주차 가능,"최초 60분 무료 / 초과 시, 5분당 250원씩 부과","토요일, 일요일, 공휴일",,09:00~18:00,,
130926,,없음,없음,불가,,도산안창호기념관 02-541-1800,유료주차장 이용,,"1월1일, 설/추석 연휴",무료,11:00~18:00,"대지 면적 29.7522m²<br />건축 면적 연 988.4342m²<br />지하 2층 ~ 
지상 1층 규모",약 1시간
2606223,"동시간 약 1,000명 수용가능",불가,없음,가능,,돈의문박물관마을 운영사무국 02-739-6994,,,"매주 월요일, 1월 1일(단, 월요일이 공휴일인 경우 개방)","무료(단, 체험을 원할 경우 재료비 징수)",10:00~19:00,,
130927,,없음,불가,불가,,동국대학교 박물관 02-2260-3722,주차 가능,,"토요일, 일요일, 공휴일",무료,월~금요일 10:00~16:00,,
130375,,없음,없음,불가,,동대문문화원 02-2241-9300,주차 가능(문화회관 주차장 이용),무료,"토요일, 일요일, 공휴일",,09:00~18:00,,
130155,,없음,없음,없음,,동덕아트갤러리 02-732-6458,동덕빌딩 주차장 이용,"기본 30분 2,000원(매 15분마다 1,000원)",,무료(전시에 따라 유료),10:00~18:00,전시실 약 660㎡,
1628531,,없음,없음,불가,,동덕여자대학교 박물관 02-940-4231~2,동덕여대 주차장 이용,,"매주 토/일요일, 박물관 규정에 정한 휴관일 및 국경일",무료,"10:00~17:00(방학중 10:00~16:00)<br />
※ 관람종료 1시간 전까지 입장 가능","박물관 면적 약 1,088,33㎡ (4층 568.08㎡, 5층 520.25㎡)",1시간~2시간 정도 소요
130851,,없음,없음,불가,,"동림매듭박물관 02-3673-2778<br />
연구실 02-334-5335",,,매주 월요일,입장료 유료,10:00~18:00,,
129903,,없음,가능,불가,,동산방화랑 02-733-5877,인근 공영주차장 이용,유료,일요일 (전시중 무휴),무료 (특별전의 경우 유료),09:00~18:00,"제1 전시실  20평<br>
제2 전시실  20평<br>
제3 전시실  20평",
130247,,없음,없음,불가,,02-822-8500,주차 가능,,"토요일, 일요일, 공휴일",,강좌시간에 따라 다름,"동작문화복지센터 3∼5층, 13개소 621평",
509267,,없음,없음,불가,,두산갤러리 02-708-5050,"주차 가능(지하 2층~5층, 150여 대 수용 가능)","관람 고객에 한해 2시간 무료, 초과시 15분당 1,000원",매주 월요일,무료,"화~금 10:30~20:00 <br /> 
주말 및 공휴일 10:30~19:00",,
129734,연강홀 : 620석 / Space111 : 100석(가변형),없음,가능,불가,두산아트센터 회원 5~20%할인 제공(공연에 따라 다름),두산아트센터 02-708-5001,"주차 가능(지하 2층~지하 5층, 150여대)","[두산아트센터 주차장]<br>
- 이용시간 :&nbsp; 06:00 ~ 23:00<br>
- 주차공간 : 지하2층&nbsp;~ 지하5층, 150여대<br>
- 주차요금 : 당일 관람 고객에 한해 2시간 무료, 초과 시 15분당 1,000원",매주 월요일(공연 및 전시 일정에 따라 변동 가능),공연에 따라 다름,공연에 따라 다름,"부지면적 : 4670.08㎡<br />
지하 3층 공연장 : 2,589.61㎡<br />
지하 2층 공연장 : 262.8㎡<br />
지하 1층 공연장 : 71.85㎡<br />
지하 1층 공연장 : 2,610.88㎡<br />
전시면적 : 335.93㎡",
2033802,,불가,가능,불가,,02-990-2200,주차 가능,무료,"월요일(월요일이 공휴일인 경우 그 다음날 휴관), 1월1일, 설날/추석 당일","개인 - 주중 4,000원 / 주말 및 공휴일 5,000원 <br />
단체 및 도봉구민 - 주중 3,000원 / 주말 및 공휴일 4,000원 <br />
※ 24개월 미만 유아, 만 65세 이상 어르신 무료<br />
※ 단체는 15명이상(단체인솔자 무료) <br />
※ 도봉구민은 주소지 증명이 가능한 신분증으로 확인",10:00~18:00 (입장마감 16:20),,
130365,,없음,없음,불가,"* 단체(20명 이상) 인터넷 예약시 해설동행(무료), 할인요금 적용",떡박물관 02-741-5447,,,"일요일, 설추석 당일","* 일반 : 3,000원<br />
* 유·초·중·고 학생 : 2,000원",월~토 10:00~18:00,,0
130514,200여 석,없음,가능,불가,,라트어린이극장 02-560-0999,주차 가능,무료,매주 월요일,공연에 따라 다름,10:00~17:00,,
1845434,적정 관람인원 15명(학교 및 단체에 한함),없음,없음,없음,,1588-3588,주차 가능,,"매주 토/일요일, 공휴일",무료,10:00~18:00,,1시간
1022243,좌석 200석 / 스탠딩 500명,불가,가능,불가,,롤링홀 02-325-6071,없음,,,공연에 따라 다름,공연에 따라 다름,,공연에 따라 다름
129742,"객석 1,000석",가능,가능,없음,,롯데월드 1661-2000,"주차 가능<br />
(시설이용 후 안내데스크에서 확인을 받은 후 출차시 카드 제출)","* 일반 주차<br />
최초 30분에 1,000원 / 초과 매 10분마다 1,000원 씩
<br /><br />
* 롯데월드 어드벤처 이용 시
<br />입장권은 3시간 무료 / 자유이용권은 당일무료<br />
※ 주차관련 문의 02-411-5574",연중무휴,※ 롯데월드 입장 시 무료 이용,※ 공연마다 다름,전체면적 760㎡,10~60분(공연마다 다름)
130070,"동시 1,000명 수용 가능",가능,가능,불가,,02-411-4762,"있음 (5,000대 동시 주차 가능)",관람객에 한하여 1시간 1천원 주차권 판매 (2장까지 구매 가능),연중무휴,"개인 - 어른 5,000원 / 청소년 3,000원 / 어린이 2,000원<br />
 단체 - 어른 3,500원 / 청소년 2,500원 / 어린이 1,500원<br />
 ※ 단체 20인 이상<br />
 ※ 어른(20세 이상) / 청소년(14~19세) / 어린이(36개월 이상~13세)<br />
 ※ 36개월 미만 어린이 무료 입장(단체 입장객 제외) - 의료보험증 또는 주민등록등본과 보호자 신분증 제시",11:00~19:00,"부지면적 10,821㎡, 건물연면적 583,288㎡<br />
전시실 면적 5,623㎡(상설전시실 4,60㎡, 기획전시실 964㎡)",약 1시간
2476731,"동시수용인원 2,800명",없음,가능,불가,홈페이지 참조,롯데월드 아쿠아리움 1661-2000,롯데월드 몰 주차 가능,"* 아쿠아리움 당일 방문고객 : 최대 4시간 4,800원<br />
- 4시간 이후 : 기존 주차요금 적용<br />
- 기존 주차요금(10시~20시 : 10분당 500원, 그 외 시간 : 10분 200원)<br />
- 아쿠아리움 이용시 주차요금 할인<br />
※ 전망대/시네마 등 중복 주차 할인이 적용되지 않습니다.",연중무휴,"* 어른 및 청소년 : 31,000원<br />
* 어린이 : 27,000원","월~목 10:00 ~ 20:00<br />
금~일 10:00 ~ 22:00<br />
※매표 및 입장마감은 영업종료 1시간 전 까지",3400평,권장관람시간 약 2시간
130229,좌석 130~150석,없음,없음,불가,,02-764-0686,없음,,매주 월요일,공연에 따라 다름,공연에 따라 다름,,공연에 따라 다름
1925000,공연장 51석(보조석 추가 가능),없음,가능,불가,,02-558-4588,주차 가능,"- 마리아칼라스홀 방문시 2시간30분 무료(공연,강좌,대관)<br />
- 카페엠 방문시 2시간 무료(식사시)<br />
- 추가요금 1시간당 3,000원",명절,공연에 따라 다름,공연에 따라 다름,,공연에 따라 다름
130369,,없음,없음,불가,,마포문화원 02-312-1100,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
1138199,"공연장 - 아트홀맥 781석, 플레이맥 180석",없음,가능,불가,마포구민 및 마포아트센터 회원 10~30% (기획공연),공연문의 02-3274-8600,주차 가능,"일반 - 기본 30분 1,000원 / 추가 10분당 500원<br />
공연관람객 - 3시간 3,000원 / 추가 10분당 500원 <br>
문화체육프로그램 차량 - 프로그램 이용시간 초과 1시간 30분 무료 / 강좌시간이 정해지지 않은 경우 3시간 무료 / 추가 10분당 500원",매월 마지막주 일요일,프로그램별 상이(마포아트센터 홈페이지 참조),공연에 따라 다름,"부지면적 8,388㎡, 건축연면적 19,316,54㎡(지상5, 지하2층)",
753972,,불가,없음,불가,,02-578-3388,주차 가능,"승용차 - 매 10분당 300원 / 경차 - 승용차의 50% 할인<br />
장애인 및 국가유공자 차 - 승용차의 80 % 할인<br />
버스(중형 포함) - 승용차의 200%(평일에 한함)","매주 월요일,1월 1일, 설/추석 연휴",무료,"하절기(3~10월) 10:00~18:00<br />
동절기(11~2월) 10:00~17:00<br />
※ 마감 30분 전까지 입장 가능",,1시간
650997,,불가,가능,불가,,난타고객센터 02-739-8288,없음,,연중무휴,"VIP석 66,000원, S석 55,000원, A석 44,000원","[공연시간] 월~금 17시, 20시<br />
토요일 11시, 14시, 17시, 20시 <br />
일요일 14시, 17시, 20시<br />
(공연시간은 상황에따라 변동가능)","386석 (VIP석 : 153석, S석 : 140석, A석 : 93석)",
748186,객석 수 총 558석,불가,가능,불가,,명동예술극장 1644-2003,"주차 불가<br>
※ 명동예술극장 인근 사설주차장 안내 <a href=""http://www.mdtheater.or.kr/ko/information/parking"" target=""_blank"" title=""사설 주차장 안내페이지로 이동""><font color=""blue"">http://www.mdtheater.or.kr</font></a>",,공연시간에 따라 다름,공연과 좌석에 따라 다름,공연시간에 따라 다름,"지하 1층, 지상 5층 건물",
